refID,tokens
B908680,"ESSIE, L, LUCERO, 3410, SAND, DUNE, LN, TAMPA, FL, 33605, 8135051674"
B908718,"CINDY, K, DAVIS, 602, APTDO, WOODVILLE, TX, 75979, 4093670684"
B908738,"FRANCISCO, WEAVER, 5008, BRABANT, WAY, ELK, GROVE, CA, 95757, 9167222506"
B908748,"S, J, TAYLRO, 11512, WHISPERING, HOLLOW, DR, TAMPA, FLA, 33635, 8136613824"
B908750,"LIBERTAD, TORRES, 5204, SWAPS, CT, BAKERSFIELD, CALIFORNIA, 93312, 6617677447"
B908788,"MARLENE, G, VASNQUEZ, 6337, PGGY, DR, FORT, WORTH, TEXAS, 76133, 8176077552"
B908810,"GINA, D, RUSSELL, 555, E, EL, AMINO, 311, SUNNYVALE, CALIF, 94087, 4086017806"
B908838,"ESTHER, V, CRAIG, 1507, BUZON, GARDEN, GROVE, CA, 92842, 7148100412"
B908845,"V, L, THOMAS, 205, ASH, DR, CONVERSE, TX, 78109, 2101431617"
B908897,"YSELA, SAIZ, 21, POST, OFFICE, FORQNEY, TX, 75126, 9727723158"
B909075,"DELORES, L, SCHAEFER, 529, NE, 6TH, ST, MIAMI, FL, 33138, 3054262566"
B909183,"CECIL, A, PETERS, 1507, BOX, GARDEN, GROVER, CALIF, 92842, 7147634373"
B909205,"EMMIE, HOANG, 5601, BEGONIA, DR, SAN, JKOSE, CALIFORNIA, 95124, 4082137367"
B909253,"IVAN, A, ANDERSON, 673, POST, BOX, SAN, JACINTO, CALIFORNIA, 92581, 9096774563"
B909316,"TEJADA, 1061, COONIAL, DRV, COPPELL, TX, 75019, 9727300571"
B909324,"KENNETH, H, OZEN, 3981, LE, HIBISCUS, ST, WKESTON, FLA, 33332, 9546685686"
B909402,"MARLENE, G, VASQUEZ, 1187, BRONCO, DR, PLUMAS, LAKE, CALIFORNIJA, 95961, 4156808654"
B909425,"MARTIN, L, MYERS, 5254, ATLANTIC, AVE, APT, 101, LONG, BEACH, CA, 90805, 5621281432"
B909476,"FELICIA, CORNELISSEN, 6553, STAGECOACH, RD, SANTA, BARBARA, CALIF, 93105, 8056410543"
B909496,"FRED, GONZALEZ, 1016, VI, LA, PAZ, SAN, PEDRO, CALIF, 90732, 4246888343"
B909600,"OMAR, DWAIN, WIHTTLE, 6185, MAGNOLIA, AVE, 168, RIVERSIDE, CA, 92506, 9091613041"
B909610,"DAVID, B, SKELTON, 17333, PEAR, STRT, FONTANA, CALI, 923T37, 9092477736"
B909728,"VAL, A, DELAFUENTE, 455, HAWTHORNE, DR, LAKEG, PARK, FL, 33403, 5612710274"
B909730,"FREEMAN, J, HOLLAND, 8794, VALON, ST, ALTA, LOMA, CA, 91701, 9095825134"
B909759,"CLAIRE, A, URIS, 2361, TIERR, HUMEDA, DR, EL, ASO, TEXAS, 79938, 9155370014"
B909763,"SYDNYE, R, MATEO, 12430, METRIC, BOUL, AXPARTMENT, 10101, AUSTIN, TX, 78758, 5126450082"
B909776,"WENDY, B, GUTIERREZ, 10386, MILLS, TROWER, DRIV, RANCHO, CORDOVA, CALIF, 95670, 9163582842"
B909782,"HECTOR, STEWART, DOCKTRE, 4402, MALVERN, HILL, R, ORLANDO, FL, 32818, 4073505600"
B909793,"JOLENE, CARVACHO, 6790, STAMBOAT, WY, SACRAMENTO, CA, 95831, 9163770067"
B909794,"SUZI, M, COLBY, 9120, PIEL, PL, SPRING, VALLEY, CA, 91977, 6198208856"
B909808,"THEREAS, A, SERRANO, 2800, HWY, 7N, HOT, SPRINGS, VILLAGE, AR, 71909, 5015286475"
B909927,"CORNELISSEN, 2049, SANTA, CRUZ, AVE, MENLO, PARK, CA, 94025, 6506427273"
B909999,"CORRY, M, THURSTON, 3525, WHIGH, RD, FLOWER, MOUND, TX, 75022, 8178752246"
B910043,"M, C, CRUZ, 3415, BIRCHLEAF, HDRIVE, CORONA, CA, 92881, 9093145134"
B910064,"VONNA, A, MANSON, 103, REDGRAVE, DR, SEBASTIDAN, FLA, 32958, 7721216387"
B910121,"DEBBIE, E, ORTUNO, 1227, FRANKLIN, ST, JACKSONVILLE, FL, 32206, 9047608682"
B910197,"RICARDO, S, AJCKSON, 1387, FOUR, OSEASONS, BLVD, 89Y, TAMPA, FL, 33613, 8137500203"
B910208,"KARLESHA, M, OWEN, 361, NE, 116TH, ST, MQIAMI, FLORIDA, 33161, 3052472018"
B910216,"MAYA, MILLMAN, 115, TRUMAN, COHURT, TERRLL, TX, 75160, 9722843318"
B910259,"MARY, AGUILERA, 15188, CERRITOS, ST, FONTANA, CA, 92336, 9092683728"
B910272,"MARY, A, ESSIG, 3270, TOMAHAWK, DR, KISSIMMEE, FL, 34746, 4073001483"
B910278,"ELAINE, GARCIA, 7360, NW, 18H, STRT, U, 37107, MARGATE, FLA, 33063, 9543861372"
B910282,"RAE, P, ROSAM, 17583, POST, CLEARWATER, LFLA, 33762, 7272720604"
B910285,"CAROLINA, G, YBARRA, 2152, BOX, OCALA, FLA, 34478, 3522200152"
B910286,"WILLIAM, VILLARREAL, 7500, IRA, AVE, BELL, GARDENS, CALI, 90201, 3231783057"
B910311,"ALEJANDRO, A, SALSINI, 184, 13TH, ST, APT, 501, OAKLAND, CA, 94612, 5303160677"
B910335,"FRED, B, SILVEIRA, 570, RAMER, FORD, RD, PRIM, AR, 7U2130, 8705805468"
B910363,"GLORIA, B, MIDDLEBROOK, 754, EMPIRE, AOVE, VENTURA, CALIF, 93003, 8056500358"
B910376,"JNAA, C, GASDAGLIS, 3831, CASTLE, ROCK, RD, DIAMOND, BA, CA, 91765, 9093333164"
B910384,"TONY, A, MARTENS, 4117, QUAIL, RANCH, RD, NEW, SMYRNA, BEACH, FL, 32168, 3864826624"
B910439,"C, SCHRODER, 76972, POST, OFFICE, TAMPA, FL, 33675, 8133123131"
B910457,"HECTOR, STEWART, DOCKTER, 4402, MALVERN, HILL, DRIV, ORLANDO, FLA, 32T818, 4073505600"
B910581,"TICY, A, SERRANO, 2800, HWY, 7N, HOT, SPRINGS, VILLAGE, ARKANSAS, 71909, 5015286475"
B910587,"D, R, MOMOH, 13992, LIBBY, LN, WARD, AR, 72176, 5013842260"
B910606,"TORY, L, THOMAS, 1515, WEBSTERR, STR, SAN, ANGELO, TEXAS, 76901, 9156715882"
B910664,"JESSCIA, RIVERA, 4621, SOQUEL, DR, SOQUEL, CALI, 950X73, 8316741662"
B910690,"JACK, D, BALBUENA, 3445, ADVANTAGE, LN, JACKSONVILLE, FL, 32277, 9047748115"
B910707,"JOSHUA, SLANDZICKI, 1061, COLONIAL, DR, COPPELL, EXAS, 75019, 9727300571"
B910714,"K, PRINCE, 360, HFARR, ALTON, COMBINE, TX, 75159, 9723647605"
B910734,"JOSE, A, CUNNINGHAM, 13014, GLEN, CT, S19, CHIN, HILLS, CA, 91709, 9093886334"
B910747,"FRANK, A, STEBBINS, 1630, NW, 64TH, AVE, 100A, HOLLYWOOAD, FL, 33024, 9547260007"
B910817,"TYRZA, H, RO, 2000, CLUB, VIW, CIR, CORINTH, TEXAS, 76210J, 9403678873"
B910849,"M, S, BAUER, 7851, SW, 106THAVENUE, MIAMI, FLA, 3173, 3053708007"
B910859,"FELIPE, L, SANCHEZ, 4116, MADELINE, WAY, MODESTO, CALIFORNIA, 95356, 2094326010"
B910944,"OLAJIDE, GLODSTON, 2160, KRELLY, STRT, HAYWARD, CA, 94541, 5305203635"
B910983,"FRED, GONZALEZ, 1377, MOUNTAIN, VIEW, LN, CHULA, VISTA, CALIF, 1911, 6194775510"
B911010,"JENNIFER, K, NEALON, 5962, E, GARLAND, AV, FRESNO, CA, 93727, 5591104874"
B911011,"E, CALIENES, 3841, NE, 4TH, TER, POMPANO, BEACH, FL, 33064, 9542220241"
B911016,"Y, AMIRHAMZEH, 100, CONIFER, CIRZ, OAK, PARK, CALI, 91377, 8185573251"
B911020,"MILDRED, C, SALAZAR, 1130, CAMBRIDE, SQ, CORONA, CA, 92882, 9098028528"
B911079,"CATHERINE, J, GUERRA, 8919, OGRINDELIA, CT, HESPERIA, CALIF, 92344, 7605227677"
B911129,"RODNEY, M, CORELLA, 1555, SHIRLEY, DR, PLEASANT, HILL, CA, 94523, 9251505610"
B911235,"JOAQUIN, A, HOLZWARTH, JR, 1627, ARIZONA, AV, EL, PASO, MTX, 79902, 9152842532"
B911350,"JERRY, L, BRAZEALE, 105, BOX, PASADENA, TX, 77501, 7136433653"
B911373,"A, BERRIDGE, 18025, MAC, ARYTHUR, DRIV, NONRTH, LITTLE, ROCK, ARKANSAS, 72118, 5014720040"
B911379,"MICHAEL, S, LANDOW, 293357, BUZON, SGACRAMENTO, CALIFORNIA, 95829, 9167667176"
B911415,"JAMES, LUCERO, 3410, SAND, DUNELN, TAMPA, FLA, 33O605, 8135051674"
B911507,"RANDALL, M, HERNANDEZ, 6915, DRY, CREEK, ORD, RIO, LINDA, CA, 95673, 9161681386"
B911517,"BENNIE, VALENCIA, 2433A, GQUERNEVILLE, ROAD, SANTA, ROSA, CALIFORNIA, 95403, 7076855020"
B911519,"JERRY, AMEZUCA, 17235, POPPY, FIELDS, LN, LAND, O, LAKES, FL, 34638, 8134684620"
B911525,"MARK, J, MORRIS, 8433, GAINFORD, AVENUE, LOS, ANGELES, CA, 90240, 8186868406"
B911529,"J, AMEERAN, 3061, COUNTY, ROAD, 509, MAGNOLIA, SPRINGSTEXAS, 75956, 4092338154"
B911652,"RACHELLE, F, HASHMI, 1250, WMRIGHT, DRIV, BLOSSOM, TEXAS, 75416, 9035086126"
B911681,"REGINA, GRIBSCHAW, 10245, SW, 154TH, PL, 111, MIAMI, FLORIDSA, 33196, 3057324428"
B911700,"WILLIAM, VILLARREAL, 1909, DRV, MARTIN, LUTER, KING, JR, WAY, HAINES, CITY, FL, 33844, 8634370456"
B911711,"VONNA, A, S, 1258, SPULVEDA, RD, SW, PALM, BAY, FL, 3298, 3218307134"
B911726,"CONCEPCION, A, SORIANO, 9190, 126TH, AVE, LARGO, FLORIDA, 33773, 7277135485"
B911728,"EMILY, M, HOANG, 7470, MERCEDES, WY, ROHNERT, PARK, CA, 94928, 7071674138"
B911744,"OMAR, DWAIN, WHITTLE, 1830, FLORIA, CLUB, CR, NAPLES, FL, 34102, 2393678474"
B911774,"M, BRADLEY, 17620, RAYEN, ST, NORTHRIDGE, CAI, 91325, 8188178140"
B911776,"MRAYANN, K, PRINCE, 2124, COLLET, QUARRY, DRFIV, ROCKLIN, CALIFORIA, 95765, 9165604753"
B911799,"GURVINDER, W, MONTGOMERY, 5853, AGRA, ST, BELL, GARDENS, CA, 90201, 3232271084"
B911860,"JOSE, SAMMARRO, 332, STREAMVIEW, WAY, WINTER, SPRINGS, FL, 32708, 4076435208"
B911881,"MARLENE, G, VASQUEZ, 614, LAVACA, LOOP, ELGIN, TX, 78621, 5121220113"
B911904,"LOIUS, DICSK, 4720, MATADOR, TRL, AARILLO, TEXAS, 79109, 8063357616"
B911967,"LAWRENCE, W, MATASCI, 2502, GLENHURST, CT, SII, VALLEY, CALIFORNIA, 93063, 8056543136"
B911987,"JOHN, M, JOHNSON, 28, NARANJA, RD, DEBARY, FL, 32713, 4073843858"
B911988,"RITCHIE, A, LOZANO, 1174, ANW, 13TH, ST, CAPARTMENT, 226B, BOCA, RATON, FLORIDA, 33486, 5613123837"
B912016,"DAVY, B, SKELTON, 61, LAUREL, AVE, SAN, ANSELMO, CA, 94960, 4157447625"
B912029,"MARIA, BREAUX, 76972, POST, OFFICE, BOX, TAMPA, FL, 3367, 8137550147"
B912063,"RIGOBERTO, C, MCGHEE, 10000, IMPERIAL, HWY, APTG, E338, DOWNEY, CA, 90242, 5624411487"
B912103,"PELAYO, 5839, GRANT, ST, HOLLYWOOD, FL, 33021, 9545527148"
B912163,"ANTONIO, P, SATTERWHIET, 3676, CYPRESS, RD, OCEANSIDE, CA, 92058, 7604164460"
B912168,"N, REYNOLDS, 423, LOOKOUT, LN, DICKINSON, TX, 77539, 2818571835"
B912180,"L, LANTRIP, 1856, MILL, GATE, ROAD, LIVINGSTON, TX, 77351, 9367467808"
B912376,"MARIAH, K, KRAUS, 789, SW, 7TH, STR, POMPANO, BEACH, FLA, 33060, 9543128106"
B912399,"R, M, AWIBEL, 3616, HILLTO, LN, PLANO, TEXAS, 75023, 9728640202"
B912415,"DELAYNE, CUSHMAN, 6697, CALLER, SILOAM, SPRINGS, ARK, 72761, 4791050162"
B912420,"KIMBERLY, M, EVERALL, 316, N, SAVANNAH, SBT, LOS, ANGELES, CA, 90033, 8181138852"
B912430,"P, JEFFER, 6338, HOWE, STEET, GROVES, TEXAS, 77619, 4096034718"
B912465,"KADESHRA, R, GALLGEOS, 12603, WOODFORVEST, BLVD, APIARTMENT, 913, HOUSTON, TEXAS, 77015, 7135356505"
B912469,"SHEILA, GREER, 12418, SCLHOONER, BEACH, DRV, BAKRSFIELD, CA, 93311, 6611011416"
B912472,"DUANE, VALENTINE, 2000, CLUB, VIEW, CIR, CORNTH, TX, 76210, 9403678873"
B912490,"ALICE, M, HARRISON, 13515, TEDEMORY, DJRIV, WHITTIER, CA, 90602, 5624378163"
B912521,"YSELA, SAIZ, 4507, RICHLAND, CHAMBERS, LN, HUMBLE, TEXAS, 77396, 2816636421"
B912564,"NICKELBERRY, 15400, RUBY, CT, LATHROP, CA, 953P30, 2097046766"
B912578,"JEANIE, GAVREL, 810892, BOX, DLLAS, TX, 75381, 2146483866"
B912587,"JOFFRE, M, JIMENEZ, 18257, SUGARMAN, ST, TARZANACALIF, 91356, 8184654313"
B912605,"CONCEPCION, A, SORIANO, 9190, 126TH, AVE, LARGO, FLORIDA, 33773, 7277135485"
B912623,"JOHNNIE, M, ADNIEL, 10313, KINROSS, AVE, EL, PASO, TEXAS, 7V9925, 9156756720"
B912655,"G, Z, GUAJARDO, 6185, MAGNOLIA, AVE, 68, RIVERSIDE, CA, 92506, 9091613041"
B912665,"PATRICIA, J, MCCARTHY, 2020, CR, 3673, QUEEN, CITY, TEXAS, 75572, 9031008524"
B912729,"EUSTACIA, G, BISHOP, 323, HEMPSTEAD, 132, E, HOPE, AR, 7101, 8705202402"
B912742,"M, H, 5193, N, LEAD, EAVE, FRESNO, CALIFORNIA, 93711, 5596654148"
B912778,"X, ATIENZA, 1026, BIRCH, AVE, WASCO, CA, 93280, 6614030348"
B912820,"HORTENSE, L, OCLTON, 185, AWGRASS, CIR, KYLE, TX, 78640, 5127358462"
B912834,"Y, PENA, 8769, LARIAT, CIR, KELLER, TX, 7628, 8171212845"
B912869,"CHRISTINA, ROJAS, 4216, FOX, IDGE, DR, APARTMENT, 102, BRYANT, AR, 72022, 5014117562"
B912873,"GUILLERMO, D, HFUFMAN, 903, S, FIRELY, DR, ANAHEIM, CALI, 92808, 7148762887"
B912957,"ISABEL, P, BATTLES, 110, APTDO, KATY, TX, 7749Y2, 2813847224"
B912972,"ESTHER, V, CRAIG, 17110, NW, US, HIGHWAY, 19, FANNING, SGPRINGS, FLA, 32693, 3524200417"
B912977,"E, HUFF, 9714, PRESTMONT, POLACE, FRISCO, TX, 75035, 9721153576"
B912985,"LAURA, M, MITCHELL, 304, HAPPY, HOLLOW, RD, FREEPORT, FL, 32439, 8504050123"
B912998,"J, M, BELL, 7144, S, DAIRY, ASHFORD, STREET, HFOUSTON, TX, 77072, 7134077772"
B913160,"JOFFRE, M, JIMENEZ, 2412, SE, FRONT, ST, HOXIE, AR, 72433, 8708706572"
B913184,"MCIHELLE, A, FBAIAN, 3599, MNDENHALL, CT, PLEASANTON, CA, 94588, 9257343584"
B913195,"K, D, CARTER, 8621, MUIR, DIV, KELLER, TX, 76248, 8175460762"
B913222,"V, BALLARD, 2455, INTERRUSH, LN, LINCOLN, CAL, 95648, 9163868256"
B913228,"MICHELLE, WILHELMSON, 36, ALLMAN, CT, FOLSOM, CA, 95630, 9161362604"
B913271,"L, CALVIN, 62, WOODHAVN, DR, FLAGLER, BEACH, FLORIDA, 32136, 3864837115"
B913274,"GIAN, D, RUSSELL, 555, E, EL, CAMINO, 311, SUNNYVALE, CALIF, 94087, 4086017806"
B913296,"YOLANDA, E, HUFF, 2204, SKILES, DR, PLANO, TX, 7075, 9722046033"
B913334,"F, BRIONES, 6180, RIVERSIDE, BLVD, APT, C52, SACLRAMENTO, CALIF, 95831, 9168880565"
B913360,"P, HGINSON, 804, ZACA, PL, SANTA, MARIA, CA, 93458, 8051888255"
B913369,"V, ESRTADAGOMEZ, 21715, OAKBRSIDGE, PARK, LN, KATY, TX, 77450, 2814668175"
B913417,"GERADL, A, WASHINGTON, 5624, S, 36TH, ST, GREENACRES, FLORIDA, 33463, 5613868580"
B913420,"DENNIS, C, SOTOAGUILAR, 10270, E, ARON, DR, APARBTMENT, 33, ELK, GROVE, CALIF, 95757, 9167861585"
B913479,"DENISE, T, SOTOAGULIAR, 9711, CAMPO, RD, SPRING, HVALLEY, CALIF, 91977, 6193243084"
B913503,"DAVID, T, LE, 5690, FOOTHILL, RD, ROCKLIN, CA, 95677, 9168013548"
B913558,"I, B, BATTLES, 4131, SW, 15TH, PL, CAPE, CORAL, FL, 33914, 2394568171"
B913560,"EPGGY, ACE, 7728, APTDO, VAN, NUYS, CALIFL, 91409, 8184837017"
B913573,"EDWARDO, B, CHRISTIAN, 6705, BEAMER, WAY, RIO, LINDA, CALI, 95673, 9165227750"
B913664,"DAMIAN, P, MERRIMAN, 10520, ELGERS, ST, BELLFLOWER, CA, 90706, 5626724563"
B913672,"JOSEPH, T, MACIAS, 4885, 49TH, AVE, W, APT, 1115, BRADENTON, FL, 34210, 9412144025"
B913675,"PARMENDRA, N, RIVIERETHOMPSON, 39, BUNKER, P, ROTONDA, WEST, FL, 33947, 9418036360"
B913677,"LITTLE, 1684, PERIWINKLE, ROAD, ORE, CITY, TEXAS, C75683, 9037637027"
B913689,"D, O, FORDHAM, 3314, INDIA, PALM, DR, EDGEWATER, FL, 32141, 3864184644"
B913731,"ALEJANDRO, A, SALSINI, 16617, SOUTH, HOOVER, STREET, GARDENA, OCALIF, 90247, 4247601677"
B913732,"ANDREW, D, ROBINSON, 4135, ANTOLIA, DR, RNCHO, CORDOVA, CA, 95742, 9166430127"
B913858,"DEBBIE, HERMOSILLO, 1843, BUZON, POMONA, CA, 91769, 9098082702"
B913879,"JOSH, SLANDZICKI, 2207, WYNDAM, WAY, KISSIMMEE, FLORIDA, 34743, 4075436676"
B913996,"KIM, L, IVEY, 7724, W, MARKHAM, ST, LITTLE, ROCK, AR, 72205, 5013616115"
B914007,"C, SCHRODER, 1576, BELLA, GRUZ, DRV, 121, LADY, LAKE, FL, 32162, 3525433344"
B914050,"GREGORY, M, CASTELINO, 9622, EAGLE, HILLS, WAY, GILROY, CA, 95020, 4087456432"
B914067,"YVONNE, A, MANSON, 4970, NORTHWEST, 91ST, TERR, SUNRISE, FL, 33351, 9547108536"
B914076,"GEOFFREY, GERARD, HARVEY, 7720, OCONNOR, DR, APARTMNT, 4007, ROUND, ROCK, TX, 78681, 5123053115"
B914112,"MARIA, S, WARISNG, 100, LEEMAR, PL, HOT, SPRINGS, NATIONAL, PARK, ARKANSAS, 71901, 5016676371"
B914129,"MICHAEL, C, LOPEZCASTILLO, 2697, W, 73RD, PL, HIALVEAH, FLA, 33016, 3053761428"
B914131,"JOHN, M, JOHNSON, 2301, MOGAN, AVNUE, SGACRAMENTO, CA, 95838, 9166510642"
B914169,"ALICHA, K, SNEED, 7485, WREN, AVE, GILROY, ALI, 95020, 4084636253"
B914264,"JUAN, M, FERREIRA, 5317, ANNETTE, AVE, EL, PASO, TX, 79T924, 9157213383"
B914298,"DANE, S, DOZIER, 420, SUNSET, CIR, CABOT, ARKAN, 72023, 5017884302"
B914319,"MARY, WARSING, 121, ESKOTA, STR, MABANK, TX, 75156, 9034530868"
B914391,"HECTRO, STEWART, DOCGKTER, 4402, MALVERN, HILL, DRIVE, ORLANDO, FL, 32818, 4073505600"
B914422,"BRIAN, A, HANSON, 23877, MOUNTAIN, LAUREL, CT, MURRIETAS, CA, 92562, 9093355174"
B914435,"JULIO, D, ANTHONY, 24161, RANCHO, SANTA, ANA, RD, YORBA, LINDA, CA, 92887, 7147440260"
B914497,"PARMENDRA, N, RIVIERETHOMPSON, 430115, POST, OFFICE, BOX, MIAMI, LA, 33243, 3053748608"
B914577,"SONIA, A, CONTRERAS, 20576, NETTLETON, STREET, ORLANDO, FL, 32833, 4073160638"
B914605,"M, FRESE, 7724, PARLAND, DR, EL, PWASO, TX, 79925, 9152713885"
B914654,"JASON, FLORSE, 3039, PINE, VALLEY, RD, SAN, RAMON, CA, 94583, 9252185543"
B914712,"J, D, HAYES, 512, CALL, BOX, RIALTO, CALI, 92377, 9096630821"
B914744,"MICKEY, E, HUGGINS, 7, 1ST, AVE, APT, 1, DALY, CITY, CA, 94014, 6503614586"
B914773,"OBED, ALVARXADO, 16502, HOLLAND, LN, SPRING, HILLG, FL, 34610, 3524560118"
B914779,"CYNTHIA, K, DAVIS, 106, ROACHE, ROAD, FREEDOM, CA, 95019, 8316711338"
B914844,"ROBERT, G, KING, 778, SW, 2ND, AVE, DANIA, FL, 33004, 9544823824"
B914884,"BRUCE, GASDAGLIS, 343, 80TH, ST, LOS, ANGELES, CA90003, 8187584823"
B914913,"DANNY, GEORGE, 207, ESSEX, DR, FORT, PIERCE, FL, 34946, 7723806178"
B914936,"MICHAEL, E, THOMPSON, 6211, S, NORMANDIE, AVE, LOS, ANGELES, CA, 90044, 8187822780"
B914971,"JOSEFINA, A, GOSSETT, 2891, SE, PACE, DRIV, PORT, SAINT, LUCIE, FL, 3484, 7723148482"
B915022,"C, ERDDISH, 8440, JORDAN, STR, SAN, DIEGO, CA, 92E124, 6193604328"
B915080,"BRADLEY, D, HAYES, 3300, S, JACKSON, ST, MARILLO, TEXAS, 79109, 8065583715"
B915133,"LUIS, F, REDDISH, 8440, JORDAN, STY, SAN, DIEGO, CA, 92123, 6193604328"
B915213,"EDWARDO, B, CHRISTIAN, 3543, DOMINO, DR, ORLANDO, FL, 3205, 4074200720"
B915227,"HELIO, E, RIVERA, 401, WALKER, STR, ARVIN, CA, 93203L, 6618536118"
B915254,"KADESHRA, R, GALLEGSO, 13256, FENCEROW, RD, KELLE, TX, 76248, 8172570830"
B915342,"SEAN, PELAYO, 3330, CEDAR, AVE, PARTMENT, C, LYNWOOD, CALIF, 90262, 3103876854"
B915383,"CAROLINA, G, YBARAR, 10170, 25TH, ST, RANCHO, CUCAMONGA, CA, 91730, 9094125174"
B915421,"MAIDDI, W, BLACKMON, 9414, VPR, 9908, PONDER, TX, 76259, 9404181161"
B915547,"CLAIRE, A, URIAS, 2361, TIERRA, HUMEDA, DR, EHL, PASO, TX, 79938, 9155370014"
B915615,"CINDY, K, DAVIS, 106, ROACHE, RD, FREEOM, CALI, 95019, 8316711338"
B915669,"FREDDIE, K, WARD, 2239, SUHMMERSWEET, DR, ALVA, FL, 33P920, 2397864466"
B915711,"PABLO, R, THOMPSON, 12927, SPRING, BRANCHC, DRV, BALCH, SPRINGS, TEXAS, 5180, 9728472663"
B915847,"MARIAH, ZATARAIN, 2012, PHILLIPPI, ST, SAN, FERNANDO, CA, 91340, 8183301553"
B915888,"SONIA, A, CONTRERAS, 20576, NETTLETON, STP, ORLANDO, FLA, 32833, 4073160638"
B915894,"MRAIA, S, BAUER, 822, COMMONWEALTH, AVE, VENICE, CALIFORNIA, 90291, 3104020755"
B915895,"Y, R, RICHARDSON, 3632, OL, KEYSTONE, RD, TARPON, SPRINGS, FLA, 34688, 7271845364"
B915913,"TRACY, E, PAIGE, 19602, PERTH, MEADOWS, CT, KATY, TX, 77449, 2814011400"
B915915,"STACY, J, BISHOP, 7044, MEADOW, RDG, CORONA, CA, 92880, 9097026133"
B915970,"DEVAN, L, ORD, 21132, ALAMEDA, DEL, MONTE, WILDOMAR, CA, 92595, 9093282775"
B916007,"ANGEL, SNICLAIR, 4417, BACCARAT, DR, GARLAN, TX, 75043, 9723121100"
B916015,"RICARDO, N, ROBERTS, 135, 6TH, STJ, RICHMOND, CA94801, 5304201670"
B916020,"FRANCISCO, WEAVER, 14, BRIDGEWATER, DRV, WINTER, HAVEN, FL, 33884, 8633135853"
B916066,"RANDAL, R, H, 851, W, COUNTY, NROAD, 2006, BUNNELL, FL, Q32110, 3861062240"
B916093,"M, OSPINA, 12450, LAKEWOOD, BLVD, APARTMENT, 319, DOWNEY, CALF, 90242, 5621534223"
B916189,"OJHN, A, ANDEROSN, 9076, BRIDALVEIL, CIR, STOCKTON, CA, 95212, 2096452254"
B916234,"KIM, L, HOLLAXND, 3760, HOG, THIEF, VALLEY, D, MAGAZINE, AR, 72943, 4798468733"
B916253,"AMEY, N, REYNOLDS, 423, LOOKOUT, LN, DICKINSON, TX, 77539, 2818571835"
B916327,"E, CORBIN, 7355, MANDY, DR, SACRAMENTO, CA, 95823, 9168312612"
B916396,"BURCE, GASDAGLIS, 1513, OFFICE, BOX, SEBRING, FL33871, 8633850856"
B916400,"VAL, A, DELAFUENTE, 19691, SE, 35TH, ST, MORRISTON, FL, 32668, 3524712768"
B916462,"GEORGE, M, EMETR, 15897, PALM, VISTA, DR, HARLINGEN, TEXAS, 78552, 9568580400"
B916482,"M, RACE, 8018, LOS, ALAMOS, DRV, PORT, RICHEY, FL, 34668, 7278884042"
B916502,"GARLIN, TARINITO, 316, N, SAVANNAH, ST, LOS, ANGELES, CALIF, 90033, 8181138852"
B916511,"OJ, N, BOSCH, 5314, APARTADO, JACKSONVILLE, FL, 32247, 9043382043"
B916518,"JAIME, I, ESTRELAL, 105, ADEAN, DRIV, SANFORHD, FLA, 32771, 4074630100"
B916519,"JESSICA, F, JIMENEZ, 5154, LAKE, END, DR, MILTON, FLORIDA, 32583, 8502200555"
B916573,"FELICITAS, W, GIBSON, 7014, JORDAN, AVER, APARTMENT, 7, CANOGA, PARK, CA, 91303, 8183418002"
B916602,"BRIAN, A, HANSON, 23877, MOUNTAIN, LAUREL, CT, MURRIETA, CA, 925L62, 9093355174"
B916636,"JOSE, L, BARREIRO, 8140, COTTONMILL, CIRC, SACRAMENTO, CA, 95828, 9166808251"
B916693,"A, R, SILLIVAN, 1377, MOUNTAIN, VIEW, LN, CHULA, VISTA, CALIFORNIA, 91911, 6194775510"
B916707,"DONALD, E, CALIENES, 3841, NE, 4TH, TER, POMPANO, BEACH, FL, 33064, 9542220241"
B916710,"KIMBERLY, L, BAILIE, 2112, EASTHAVEN, DR, APARTMENT, 105, PASADENA, TX, 7750A6, 7136001836"
B916816,"J, R, DICKEY, 4050, TH, ST, N, APT, 118, ST, PETERSBURG, FLA, 33703, 2394108435"
B916834,"B, MIDDLEBROOK, 4073, CORRINE, DR, ORLANDO, FL, 32814, 4075248136"
B916836,"CLAIRE, A, URIAS, 9225, BANCROFT, AVE, APT, A, OKLAND, CALIFORNIA, 94603, 5302005818"
B916949,"DAVY, B, SKELTON, 750324, CALLER, PETALUMA, CA, 94975, 7075270041"
B917000,"GLYNIS, C, VINCI, 507, BUZON, LEHIGH, ACRES, FLORIA, 33970, 2394676751"
B917008,"ANTHONY, A, MATRENS, 521, COHRAN, AVE, SAN, DIEGO, CALIFORNIA, 92154, 6194062753"
B917077,"NEILDIA, L, CASTILLO, 798, S, ATMRE, CIR, DELTONA, FL, 32725, 4072501346"
B917142,"OLGA, D, OSBORNE, 408, HILL, AVE, OAKLEY, CA, 94561, 9252240208"
B917145,"JOHN, B, MELTON, 10501, APTDO, GLENDALE, CALIF, 91209, 8188338443"
B917204,"M, S, WARSING, 1106, E, FREEDOM, SILOAM, SPRINGS, AR, 72761, 4797587241"
B917224,"A, VASQUEZ, 1276, WAVERTON, LN, LINCOLN, CALIFORNIA, 95648, 9166644768"
