OutRecID,FirstName,MiddleName,LastName,StreetNumber,StreetName,StreetSuffix,UnitType,UnitNumber,City,State,ZIP,MailType,MailAddr1,MailAddr2,MailCity,MailState,MailZIP,SSN,DOB
A105785,Shirley,Steven,Brown,2362,Keaats,LN,,,San Ramon,CA,94582A,,,,,,,,1937-10-23
A105948,S. STEVEN,,BROWN,2362,KEATS,,,,SAN RAMON,CA,94582,,,,,,,101-25-0277,
A101385,SHIRLEY STEVEN,,BROWN,2362,KEATS,LN,,,"SAN,RAMON",CA,94582,,,,,,,101-25-0277,19371023
A101358,S BROWN,,,2362,KEATS,LN,,,SAN RAMON,CA,94582,,,,,,,,1937
A103259,john,,brown,2362,KEATS LN,,,,san ramon,CA,94582,,,,,,,101-25-8622,1934-02-05
A101858,Jon,,BROWN,2362,KEATS,LN,,,SAN RAMON,CA,94582A,,,,,,,101258622,19340205
A101026,J BROWN,,,2362,KEATS,LN,,,"SAN,RAMON",CA,94582,,,,,,,,
A100596,SHIRLEY,STEVEN,BROWN,4520,EASTBURY,AVE,,,COVINA,CA,91722,,,,,,,101-25-0277,19371023
A101714,Shirley S.,,Brown,4520,Eastbury,AVENUE,,,Covina,Ca,91722,,,,,,,101250277,19371023
A106038,SHIRLEY,,BROWN,452O,EASTBURY,AVE,,,COVINA,CA,9172,,,,,,,,
A103270,S.BROWN,,,4520,EASTBURY AVE,,,,COVINA,CA,91722A,,,,,,,101-25-0277,23-10-1937
A101391,john,,brown,4520,EASTBURY AVE,,,,covina,ca,91722,,,,,,,,1934-02-05
A101457,John,,BROWN,4520,EASTBURY,AVE,,,COVINA,CA,91722A,,,,,,,101-25-8622,19340205
A101695,Jon,,BROWNE,4520,EASTBURY,AVE,,,Covina,CA,91722,,,,,,,101258622,02/05/1934
A100354,J BROWN,,,4520,EASTBURY,AVE,,,COVINA,CA,91722,,,,,,,101-25-8622,1934
A101645,JOHN,,BROWN,452O,EASTBURY,AVE,,,Covina,CA,91722,,,,,,,,
A100824,MIRIAM,,RAMIC,2198,POMEROY RD,,,,SPRING HILL,FL,34609,,,,,,,138-54-2800,19650313
A100907,Miriam,,RAMIC,2198,Pomroy,RD,,,"Spring,Hill",FL,34609A,,,,,,,138542800,1965-03-13
A104839,MIRIAM,,RAMC,2198,POMEROY,RD,,,SPRING HILLS,FL,34609,,,,,,,,
A106715,M RAMIC,,,2198,POMEROY,RD,,,SPRING HILL,FL,34609,,,,,,,,1965
A101630,MIRIAM,,RAMIC,2198,POMEROY,RD,,,SPRNG HILL,FL,34609,,,,,,,138-54-2800,
A105344,Miriam,,RAMIC,2455,Omega,WY,,,STUART,FL,34997,PO BOX,10129,361,STUART,FL,34995A,138-54-2800,19650313
A107019,MIRIAM,,RAMIC,2455,OMEGA WY,,,,Stuart,FL,34997,P O BOX,10129,361,Stuart,FL,34995,138542800,1965-03-13
A101740,M RAMIC,,,2455,OMEGA,WAY,,,STUART,FL,34997,,,,,,,,
A104777,MIRIAM,,RAMIC,2455,OMEGA,WAY,,,STUART,FL,3499,PO BOX,10129,361,STUART,FL,34995,,19650313
A105725,Miriem,,RAMC,2455,OMEGA,WAY,,,STWART,FL,34997,PO BX,10129,361,STUART,FL,34995,138-54-2800,19650313
A100356,MIRAM,,RAMIC,2455,OMEG,WAY,,,STUART,FL,34997,P0 BOX,10129,361,Stuart,FL,34995,138-54-2800,03/13/1965
A101019,MIRIAM,,RAMIC,6450,HIGHWAY 189,,,,BAKER,FL,32531,,,,,,,138-54-2800,19650313
A101155,MIRAM,,RAMC,6450,HWY 189,,,,BAKER,FL,3253,,,,,,,138542800,1965-03-13
A103945,M. RAMIC,,,6450,HIGHWAY 189,,,,BAKER,FL,32531,,,,,,,,
A103972,John,,LOPEZ,9107,Dollarway,Rd,Apt,C,White Hall,AR,71602A,PO BOX,13336,20693,White Hall,ar,71612,138-55-4876,19670702
A104354,JOHN,,LOPEZ,9107,DOLLARWAY,ROAD,APT,C,"WHITE,HALL",AR,71602,PO BOX,13336,20693,WHITE HALL,AR,71612,138554876,1967/07/02
A105093,Jon,,LOPEZ,9117,DOLARWAY,RD,,,WHITE HALL,AR,71602,P O BOX,13336,20693,WHITE HALL,AR,71612,138-55-4876,
A101006,J LOPEZ,,,9107,DOLLARWAY RD,,,,WHITE HALL,AR,71602,,,,,,,,07/02/1967
A106563,John ,,LOPEZ,179,HighLAnd,Dr.,,,horseshoe lake,AR,72348,,,,,,,138-55-4876,1967-07-02
A103554,JON,,LOPEZ,179,HIGHLND,DR,,,"Horseshoe,LAKE",ar,72348,,,,,,,138554876,19670702
A103709,J.,,L0PEZ, 179,HIGHLAND,DR ,,,HORSESHOE LAKE ,AR,72348-,,,,,,,13-55-876,
A100979,john,,lopez,0179,HIGHLAND,DR,,,HORSESHOE LAKE,AR,72348,,,,,,,,19670702
A107166,Jonh,,Loepz,179,HIGLAND,DR,,,HORSESHOE LAKE,AR,72348A,,,,,,,138 55 4876,67/07/02
A101157,Miriam,,lopez,1836,FROST,Wy,,,Discovery Bay,CA,94505 ,,,,,,,138542800,19650313
A100451,MIRIAM ,,LOPEZ,1836,FROSTT,WAY,,,"DISCOVERY,BAY",CA,94505,,,,,,,138-54-2800,
A107226,JOHN,A,GARC1A,1836.,FROST,,,,Discovery bay,Ca,945O5,,,,,,,,1965/03/13
A100823,MIM,,LOPEZ,18368,FROST,WAY,,,DISCOVERY BAY,CA,94505,,,,,,,138-54-28OO,196503
A104300,JOHN,,LOPEZ,1836,FROST,WAY,,,DISCOVERY BAY,CA ,94505,,,,,,,138 55 4876,19670702
A105035,John,,Lopez,1836,FROST,WY,,,DISCOVERY BAY,ca,94505-,,,,,,,138-55-4876,1967/07/02
A105438,J.,,LOPZ,1836,FROST,WAY,,,"Discovery, BAY",CA,94505,,,,,,,,670702
A102407,Jon,,Lopez,183,FROSTT,WAY ,,,DISCOVERY BAY,CA,94505,,,,,,,138-5-54876,1967-07-02
A104012,JOHN ,,LOPEZ ,01836,FROZST,WAY,,,dISCOVERY bAY,CA,945o5,,,,,,,138554876,
A104569,JOHN,,LOPEZ,1836,FROST,WAY,,,DISCOVERY BAY,CA,94505,,,,,,,138-55-4876,1967
A100445,Miriam,,LOPEZ,6180,BARCELONA,Ave,,,RIV RSIDE,CA,92509,P O BOX,8926,52661,riverside ,CA,92517,138-54-2800,1965-03-13
A103981,MIRIAM,,lopes,618O,BARCELONA,AVE,,,"Riverside,CA",CA,92509,PO BOX,8926,52661,Riverside ,CA,92517A,,19650313
A106406,M. ,,LOPEZ,6180,BRCLONA,AVE,,,Riverside,ca,92509,"po,bo",8926 ,5266l,riverside,CA,92517,138542800,
A103076,John,,LOPEZ,6180,BARCELONA,AVE,,,RIVERSIDE,CA,92509,PO BOX,8926,52661,riverside,CA,92517,138-55-4876,19670702
A105792,JOHN ,,LOPEZ,6180,BARCALONA, AVE,,,RIVERSIDE,CA,925O9,P0 B0X,8926,,Riverside,CA,92517-,138-55-4876,
A100044,J.,,LOPEZ,06180,BARCELONA,AVE,,,riverside ,CA,92509,,,,,,,138554876,1967/07/02
A100314,Jon,,Lopes,6180,BARCELONA ,AVE,,,Riverside,CA,92509,PO BOX,8926,52661,"Rivers,ide",CA,92517,138-55-4876,196707
A101753,madeline,david,HOWELL,767O,EL CERRO,DR,,,Buena Park,CA,90620,,,,,,,182-40-8086,19130511
A100164,SEAN,ANN,CALNGE,7670,EL CERRO,Dr.,,,"BUENA, PARK",ca,90620,,,,,,,182408086,1913/05/11
A100904,M.,DAVID,HOWEL,7670,ELCERRO,,,,B.Park,CA,90620-,,,,,,,,191305
A106666,Jose,Guadalupe,Castillo,770,EL CERRO,DR,,,BUENA PARK,CA,9062O,,,,,,,182-40-8086,19130511
A107250,madeline,david,howell,2502,JOHNSTON,st,,,perris ,CA,92571,,,,,,,182-40-8086,19130511
A107266,M.D.,,HOWELL,25002,JOHNSTON,ST,,,"PERRIS,CA",CA,92571 ,,,,,,,,1913/05/11
A103039,Madelyn,David,HOWEL,2502,JOHNSON,ST,,,Perris,ca,9257I,,,,,,,182408086,191305
A106090,MADELINE ,,HOWELL ,2502,JOHNSTON ,,,,Perris,CA,92571,,,,,,,182 40 8086,19130511
A101962,Maddie,,Howell,2502,JOHNSTON,ST,,,PERRIS,CA,92571,,,,,,,182-40-8086,19130511
A105444,Madeline,,Howell,403,GREENDALE,DR.,,,La Puente,CA,91746,,,,,,,182-40-8086,19130511
A106957,KAREN,,RODRIGUES,403,GREENDALE,DR,,,la puente,CA,91746-,,,,,,,182408086,1913/05/11
A100025,BARBARA,,VELASQUEZ,4036,GREENDAEL,DR,,,LA PUENTE,ca,91746O,,,,,,,,191305
A101278,M.,,HOWELL,403,GREENDALE,,,,LA PUENTE,CA,91746,,,,,,,182-40-8086 ,19130511
A100183,JOHN,Chemange,CHAVEZ,1535,Douglas,Rd.,,,STOCKTON,CA,95207,,,,,,,182-40-8583,19031024
A100793,J.,,Chavez,1535,DOUGLAS,rd,,,stockton,ca,952O7,,,,,,,182408583,1903/10/24
A106049,John C.,,Chavez,153,DOUGLAS,,,,"STOCKTON,CA",CA,95207 ,,,,,,,,190310
A103241,JOHN,,chavez,3522,CODY,RD,,,SHERMAN OAKS,CA,91403,PO BOX,39215,57156,sherman oaks ,CA,91413,182-40-8583,19031024
A105017,J. C.,,Chavez,3522,CODY,Rd.,,,SHERMAN OAKS,CA,91403,P O BOX,39215,,Sherman Oaks,CA,91413-,182408583,1903-10-24
A101187,Jon,,Chavez,03522,C0DY,RD,,,SHERMaN OAKS,ca,9143,P0 B0X,39215,57156,sherman oaks,CA,91413,182 40 8583,
A107017,JOHN,,CHAVEZ,14818,HUSTON,ST,,,"SHERMAN, OAKS",CA,91403,PO BOX,39215,57156,SHERMAN OAKS,CA,91413,182-40-8583,19031024
A100391,J.,,Chavez,14818,HUSTON,ST.,,,sherman oaks,CA,91403-,p.o.box,39215,57156,SHERMAN OAKS,CA,91413O,182408583,1903/10/24
A101758,John C.,,CHAVEZ,14818 ,HUSTON,ST,,,SHERMAN OAKS,ca,91403,PO BOX,39215,57156,SHERMAN OAKS,Ca,91413,182-40-8583,190310
A106710,Jon,,CHAVEZ,14818,HUSTON,ST,,,SHERMAN OAKS,CA,91403,PO BOX,39125,57156,SHERMAN OAKS,,91413,182-40-8583,
A102524,Madeline,,CHAVEZ,12220,PELLICANO,DR,Apt,1509,El Paso,TX,79936,,,,,,,182-40-8086,19130511
A101439,M.,,Chavez,1222O ,PELlICANO,DR,APT,1509,EL PASO,TX,79936,,,,,,,,1913/05/11
A100738,Madelyn,DAVID,CHAVEZ,12220,PELLACANO,Dr.,APT.,1509,"El Paso,TX",TX,79936,,,,,,,182408086,191305
A103423,Maddie,D.,Chavez,12220,PELLICANO,DR,APT,15009,ELPASO,Tx,79936A,,,,,,,182 40 8086,
A100077,MADELINE,DAVID,CHAVEZ ,12220,PELLICANO,,APT,,EL PASO,TX,79936,,,,,,,182-40-8086,19130511
A101937,John,CHEMANGNE,Chavez,12220,Pelicano,DR,APT,1509,El Paso,TX,79936,,,,,,,182-40-8583,1903-10-24
A103726,J.CHAVEZ,,,12220,Pelicano,Drive,APT.,,EL PASO,TX,79936,,,,,,,182408583,
A104493,Jon,,Chavez,11220,PELIECANO,DR,,,"El, Paso",TX ,79936 ,,,,,,,,19031024
A103698,JOHN ,C.,CHAVEZ,12220,PELLICANO,DR.,Apt,1509,EL PASO,TX,79936-,,,,,,,182-40-8583,
A104710,HERSCHEL,L.,JOHNSON,12220,Pellcano,dr,APT,1590,el paso,Tx,79936,,,,,,,18-240-8583,1903/10/24
A102531,BRIDGET,,joshua,2635,FRUITTREE,,,,Springdale,AR,72764,P.O. BOX ,7647,6412,springdale,Ar,72766,050-456296,1927-01-07
A104566,Bridget,,Joshua,2635,FRT TREE,,,,SPRINGDALE,AR,72674,"po,bo",7647,6412,SPRINGDALE,AR,72766-,050-45-6296,19270107
A105002,B.Joshua,,,2635,FRUIT TREE,,,,SPRINGDALE,AR,72764 ,POBX,7647,,Spring dale,AR,72766,,01/07/1927
A103140,Bridgit,,Josuha,2635,FRUT TREE,,,,SPRINGDALE,AR,72764,,,,,,,05045-6296,192701
A103622,bridgeT,,josua,263 5,Fruit Tree,,,,SPRINGDALE,AR,72764,P O BOX,7647,6412,SPRINGDALE,AR,72766,05-045-6296,
A101210,b,,joshua,2653,fruit tree,,,,sprngdale,AR,72764,PO BOX,7647 ,,SPRINGDALE,ar,72766,,
A105821,BRIDGEt,,joshua,10,NEVADA,LN,,,Cabot,Ar, 72023,,,,,,,050-45-6296,19270107
A104282,BRIDGET,,,10,NEVADA LN,,,,CABOT,AR,72023,,,,,,,050456296,
A101431,Bridget,,Josua,10,NEVADA,Ln,,,cab ot,AR,72023,,,,,,,,1927/01/07
A104553,JOSE,,MENDOZA,3665,WIMBLEON,DR,,,Pensacola,FL,32504,po box,7530,3522,PENSACOLA,FL,32516,050-47-2647,19370120
A102165,Jose,,MendOZA,3665,WIMBLEDON,DR,,,PENSACOLA,FL,32504 ,P.O.BOX,7530,,PENSACOLA,FL,32516,050472647,1937-01-20
A100333,J. Mendoza,,,3665,WIMBLEDN,,,,pensacola,Fl,32504,pobox,,,pensacola,FL,32516,,01/20/1937
A106850,JOSE,,MENDOZA,366 5,WIMBLEDON,DR,,,PENSACOLA,FL,32504,,,,,,,050-47-2647,193701
A105842,Josef,,MENDOZA,3665,WIMBLEDON,DR.,,,PENSACOLA,FL,32504A,PO BOX,,,,,,050-47-2647,19370120
A104174,NIGEL,,PADRID,3665,WIMBLEDON,DR,,,PENSACO.LA,FL,325O4,PO BX,7530,3522,PEN SACOLA,FL,32516,,
A104908,Jose,,Mandoza,19110,ANAHEIM,Dr,,,Spring Hill,FL,3461O,,,,,,,050-47-2647,19370120
A100156,J.Mendoza,,,19110,ANAHEIM DR,,,,"SPRING,HILL",FL,34610,,,,,,,050-47-2647,
A104199,JAMES,,GONZALEZ,19110,ANAHEIM,DR,,,Springhill,FL,34610,,,,,,,,1937-01-20
A105291,JOSE,,MENDOZA,19110,ANAHEIM,DR.,,,SPRING HILL,FL,34610,,,,,,,050472647,19370120
A106504,Jose,,MENDOZA,1911 0,ANAHEIM,dr,,,Spring Hill,Fl,34610,,,,,,,,193701
A106578,Bridgett,,MENDOZA,1432,13th,st,,,Saint Petersburg,Fl,33704,,,,,,,050-45-6296,19270107
A105919,B. Mendoza,,,1432,13TH ST,,,,SAINT PETERSBURG,FL,33704,,,,,,,050456296,192701
A105523,Bridget,,Mendoza,1432,13th,St.,,,St. Petersburg,FL,33704A,,,,,,,050-45-6296,
A103047,Barbara,,GONZALEZ,1432,13TH,ST,,,"SAINT,PETERSBURG",FL,33704,,,,,,,050-45-6296,01-07-1927
A100166,B MENDOZA,,,1432,13TH,ST,,,SAINT-PETERSBURG,FL,33704,,,,,,,,1927
A104045,bridget,,mendoza,1432,13TH,st,,,saintpetersburg,fl,33704,,,,,,,050-45-629,
A100006,JOSE,,MENDOZA,1432,13TH,ST,,,SAINT PETERSBURG,FL,33704,,,,,,,050-47-2647,19370120
A100392,Jose,,MENDOZA,1432,13Th,St.,,,Saint Petersburg ,FL,33704,,,,,,,,1937-01-20
A102244,J.MENDOZA,,,1432,13TH,ST,,,ST PETERSBURG,FL,33704A,,,,,,,050472647,
A105428,JOSE,,MENDOZA,1432,13TH,ST,,,SAINT PETERSBURG,FL,3370-4,,,,,,,050-47-2647,193701
A106810,Josef,,MENDOZA,1432,13TH,ST,,,SAINT PETERSBURG,FL,33704,,,,,,,,
A100527,BRIDGET,,MENDOZA,1290,RUGBY,AVE,,,Ventura,CA,93004,,,,,,,050-45-6296,19270107
A105972,JON,,LOPEZ,129 0,RUGBY,AVE,,,VENTURA,CA,93004,,,,,,,,1927/01/07
A103192,MARIA,,DIAZ,1290,RUGBY AVE,,,,VENTURA,ca,93004A,,,,,,,050-45-6296,
A100195,BRIDGET,,MENODZA,1290,RUGBY,AVE.,,,VENTURA,CA,93004,,,,,,,050456296,19270107
A104040,Jos3,,Kolenberg,1290,RUGBY,AVE,,,"VENTUR,A",CA,9304,,,,,,,,192701
A102833,B Mendoza,,,1290,RUGBY,AVE,,,VENTURA,CA,93004,,,,,,,,
A106933,AARON,BETH,Babcock,1071,VALLEJO,ST,,,SANTA ROSA,CA,95404,P O BOX,512,1 5031,SANTA ROSA ,CA,95402,050-45-6296,19270107
A102750,ROBERT,,MENA,1071,VALLEJO,ST.,,,SANTA ROSA,CA,95404,PO BOX,512,15031,SANTA ROSA,CA,9542,050-45-6296,01/07/1927
A106774,BRIDGET,,MENDOZA,1701,VAL LEJO,ST,,,"Santa,Rosa",CA,95404A,,,,,,,050-456296,
A105639,B. Mendoza,,,1071,VALLEJO ST,,,,SANTA ROSA,CA,95404,pobox,512,15031,SANTA ROSA,,95402,,
A103556,GWEN,,TATON,1071,vallejo,st,,,Santa Rosa,ca,95404,PO BOX,512,15031,Santa Rosa,CA,95402,,1927
A102909,B,,MENDOZA,1071,VALLEJO,ST,,,SANTA ROSA,CA,95404,,,,,,,,192701
A101682,Bridget,,MENDOZA,43620,Fig,AVE,,,Lancastr,CA,93534,,,,,,,050-45-6296,19270107
A105784,B. mendoza,,,43620,FIG AVE,,,,LANCASTER,CA,93534A,,,,,,,,
A101948,BRIDGET,,MENDOZA,43620,FIG,AVE.,,,LANCASTER,CA,93534,,,,,,,050456296,192701
A102050,Alicia,HALL,Gordon,1610,JEMIMA,Ave,,,OCOEE,FL,34761,,,,,,,126-09-4202,1972-09-19
A102304,A.Gordon,,,1610,JEMIMA AVE,,,,OCOEE,fl,34761A,,,,,,,126094202,
A105585,alicia,hall,gordon,161 0,jemima,ave,,,oc oee,FL,34761,,,,,,,,197209
A100761,Jose,,REYES,1800,HOLGUIN,st,,,Lancaster,CA,93534,p o box,19295,901754,Lancaster,CA,93535,126-09-6803,19620225
A106922,J REYES,,,1800,HOLGUIN ST,,,,LANCASTER,CA,93534,POBX,19295,,LANCASTER,CA,93535,126096803,
A100768,Jose,,Ryes,1800,HOLGUIN,ST.,,,LANCASTER,CA,93534A,PO BOX,19295,901754,LANCASTER,CA,93535-,,1962-02-25
A101077,JOSE,,REYES,1800,HOLGUIN,ST,,,"Lancaster,",CA,95343,P O BOX, 19295, 901754 ,LANCASTER,CA ,93535,126-09-6803,
A106360,L. ,,CHOUNCEY,1800,holguin,st,,,lancaster,ca,93534,,,,,,,12-609-6803,196202
A100358,J.,,REYES,180 0,HOLGUIN,ST,,,LANCASTER,CA,93534,POBOX,19295,901754,LANCASTER,CA,93535,,
A105420,Jose,,reyez,110,Monroe,St.,,,Taft,CA,93268,,,,,,,126096803,1962/02/25
A100203,Brenda,,BRIGGS,110,MONROE,STREET,,,TAFT,CA,93268,,,,,,,126-09-6803,19620225
A101308, J.O.S.E ,,Reyes,0110,MONROE,st,,,taft,CA,93268 ,,,,,,,126 09 6803,
A102241,STEVEN,,HENANDEZ,,monoroe,st,,,T.A.F.T.,CA,93268,,,,,,,126096803,62-02-25
A106083,J REYES,,,110,MONROE,ST,,,taFt,,93268,,,,,,,,1962
A100916,PATRICIA,,PEREZ,510 ,DANIELS,AVE,,,Vallejo,CA,94590-,POBox,2561,5745,Vallejo,CA,94591 ,126-09-6803 ,19620225
A104968,JOSE,,RAYES,,DANIELS,AV,,,VALLEJO,CA,94590,P O BOX,2561,,VALLEJO,CA,94591,126-09-6803,1962-02-25
A100414,GAYLA,,MURPHY,510,DANIELS.,AVE,,,VALL EJO,CA,945OQ,"po,bo",2561 ,5745,VALLEJO,CA,94591,126096803,
A102569,J. REYES,,,510,DANIELS,Ave.,,,VALLEJO,CA,94590,POBX,2561,5745 ,Vallejo,CA,,,19620225
A101532,YOLANDA,,MARTINEZ,510,Daniel's,ave,,,VALLEJO,,94590,PO BOX,2561,5745,VALLEJO,CA,94591,126-09-6803,
A105608,Alicia,Hall,Reyas,7057,REICHMUTH,wy,,,SACRAMENTO,CA,95831 ,Po Box,12343,293357,Sacramento,CA,95829,126-09-4202,1972-09-19
A101393,ALICIA H.,,REYES,7057,reichmuth,WAY,,,sacramento,CA ,95831,P O BOX,12343 ,293357,SACRAMENTO,CA,95829,126094202,72/09/19
A100088,A. HALL REYES,,,7057,REICHMUTH,,,,sac.ramento,CA,95831,P0 B0X,12343,,sacramento,CA,,,1972
A102692,José,,REYES,7057,Reichmuth,WAY,,,Sacramento,CA,95831,PO box,12343,293357,Sacramento,CA,95829,126-09-6803,19620225
A106032,J REYES,,,7057,REICHMUTH,WY,,,sacramento,CA,95831,pobox,12343 ,293357,SACRAMENTO,CA,,126096803,1962-02-25
A105937,JOE,,REYEZ,7057,REICHMUTH,WAY,,,SACRAMENTO,CA,95831,,,,,,,,
A107175,Alicia,H.,Reyes,26893,BOUQUET CNYN,RD,APT,C103,Saugus,CA,91350,,,,,,,126-09-4202,19720919
A102341,Jen,,DAVIS,26893,Bouquet Canyon,rd,#,Cl03,saugus,CA,91350,,,,,,,,1972-09-19
A106934,ALICIA,HALL,REYEs,26893 ,B0UQUET CANYON,RD,,c103,SAUGUS,CA,91350-,,,,,,,126094202,197209
A104478,Alice,H.,Reyez,26893,Bouquet Canyon,ROAD,APT.,C103,Saugus,,91350,,,,,,,,
A102586,JOSE,,REY3S,26893,BOUQUET CANYON,RD,#,C103,saugus,CA,91350,,,,,,,126-09-6803,19620225
A107037, J. REYES,,,26893,bouquet canyon,rd,,c103,SAUGUS,CA,91350 ,,,,,,,,1962-02-25
A105117,THOMAS,,HERNANDEZ,26893,Bouquet Cyn,,APT,C103 ,SAAUGS,CA,91350,,,,,,,126096803,
A101022,ALICIA,HALL,REYES,32689 ,HUPA,DR,,,TEMECULA,CA,92592,,,,,,,,
A100207,A. H. REYES,,,32689,HuPa,Dr.,,,temecula,CA,92592,,,,,,,126094202,19720919
A104340, Alicia  ,Hall,Reyez,32689,HUPA,DRIVE,,,Temecula,CA,925Q2,,,,,,,126-09-4202,1972-09-19
A106146,Alisia,H,Reys,32689,HUPA,DR,,,TEMECULA,,92592,,,,,,,,1972
A100408,A. H.,,REYES,,HUPA,DR,,,Temecula,CA,92592,,,,,,,126-09-4202,
A102930,WILLIAM,,VILALRREAL,32689,HUPPA,Dr,,,temecula,CA,92592,,,,,,,126-09-6803,1962-02-25
A104125,Joe,,reys,32689,HUPA,DR.,,,TEMECULA,CA,92592-,,,,,,,126096803,
A106013,J. REYES,,,,HUPA,DR,,,Temecula,,92592,,,,,,,,19620225
A105401,YOLANDA,LEILANI,COLEMANN,4146,MADISON,AVE,APT,62,North Highlands,CA,95660,,,,,,,132-76-6400,1962-02-18
A101766,YOLANDA L. COLEMAN,,,4146,madison,AV,Apt.,062,north highlands,CA,95660 ,,,,,,,132766400,19620218
A104992,YOlanda,LEILANI,COLEMAN,4146,Matson,AVE.,,,NORTH.HIGHLANDS,CA,9566O,,,,,,,,
A102805,Y COLEMAN,,,,MADISON,AVE,APT,62,NORTH HIGHLANDS,CA,95660,,,,,,,132-76-6400,1962
A100359,YOLANDA,LEILANI,COLEMAN,7982,MICHIGAN,AVE,,,Oakland,CA,94605,,,,,,,132-76-6400,1962/02/18
A100618,Y L COLEMAN,,,7982,Michigan Ave.,,,,oakland,CA,94605-,,,,,,,132766400,19620218
A101195,Yolanda,Lelani,Coleman,7982,MICHGIAN,AVE,,,OAKLAND,CA,946o5,,,,,,,,
A100251,YOCOLEMAN,,,,MICHIGAN AVE,,,,oakland,,94605,,,,,,,132-76-6400,1962-02
A105762,C HERYL,,LOPEZ,7982,MICHIGAN,AVE,,,OAKLAND,CA,94605,,,,,,,,19620218
A104617,YO.,,COLEMAN,7982,MICHIGAN,AVE,,,oakl and,CA,94605,,,,,,,,
A101037,Jose,,REYES,1096,LOMBARDY,Dr,,,DELTONA,FL,32725,,,,,,,132-79-8413,1969-04-25
A103275,J REYES,,,1096,Lombardy,DR.,,,deltona,FL,32725-,,,,,,,132798413,19690425
A106093,JOZÉ,,REYS,1096,L0MBARDY,DR,,,DELTONA,,32725,,,,,,,,
A100790,Joe,,Reyes,1096,Lombardy,Drive,,,Deltona,Fl,32725,,,,,,,132-79-8413,69/04/25
A104631,J. R.,,REYES,1096,LOMBARDY,,,,deltona,FL,32725,,,,,,,,1969
A106034,JOSE,,RAYES,,LOMBARDY,DR,,,DELTONA,FL,_32725,,,,,,,132-79-8413,
A103830,JOSE,,REYES,5735,VISTA LINDA,DR,,,orlando,FL,32822,POBOX,1080,720506,orlando,FL,32872,132-79-8413,1969-04-25
A104222,J REYES,,,5735,Vista Linda,DR.,,,ORLANDO,FL,32822,P O BOX,1080 ,720506,Orlando,FL,32872,,19690425
A101683,JOZE,,REYEZ,5735,VISTA LINDa,DR,,,Or LAND o,FL,32822,"po,box",1080,720506,ORLANDO,FL,,132798413,
A101505,JOE,,REYES,5735,VISTA LINDA,Dr,,,orlando,,32822,PO BOX,1080,,ORLANDO,FL,32872,,19690425
A100149,JAMES,,GONZALEZ,,VISTA LINDA,DR,,,Orlando,FL,32822,POBX,1080,720506,,,,,1969
A103890,yolanda,leilani,reyeS,7837,Longfield,DR.,,,Ft.Worth,TX,76108,,,,,,,132766400,1962-02-18
A105898,Y. ,,Reyes,78 37,LONGFEILD,DRIVE,,,FORT WORTH,TX,761O8,,,,,,,132-76-6400,02/18/1962
A105252,YOlanda,,Reyes,7837,Longfld,Dr,,,"FORT, WORTH",TX,76108-,,,,,,,,19620218
A104154,Lana,,Rayes,7837,Longfield,,,,Ft Worth,TX,,,,,,,,132-76-6400,
A105480,JOSE,,REYES,7837,LONGFIELD,DR.,,,FORT-WORTH,TX,76108,,,,,,,132798413,1969/04/25
A101081,Jose,,reyse,7837,LONGFEILD,DR,,,Fort worth,TX,76108,,,,,,,132-79-8143,690425
A102464,J.,,Reyes,7837,Longfield,DR,,,FORT WORTH,TX,761O8,,,,,,,132-79-8413,
A107030,Joseph,,Reyez,,Longfield,Dr,,,Forth Worth,TX,76108,,,,,,,,19690425
A102617,JOSE,,REYES,  7837,LONGFIELD,DR,,,FTW,TX ,76108,,,,,,,132-79-8413,19690425
A107130,JOSE,,REYES,7837,LONGFIELD,DR,,,"Fort, Worth",TX,76108-0000,,,,,,,,19690425
A101738,Jose,,Reyes,5300,Meadow,CT,,,Flint,TX,75762,,,,,,,132798413,1969-04-25
A103321,JOES,,REYES,5300,MEDOW,Ct,,,"FLINT,", TX,75762A,,,,,,,132-79-8413,19690425
A105947,Joe,,Reyez,5300A,Meadow,,,,FLANT,TX,75762,,,,,,,,19690425
A103066,J.,,REYES,5300,MEADOW,CT,,,Flint,TX,75762,,,,,,,132-79-8413,
A103734,Jose,,Reyes,53O0,Meadow,C.T.,,,Flint,TX,75762,,,,,,,,04/25/1969
A106369,JOSE,,REYES, 5300 ,MEADOW ,CT,,,FLINT,TX,75762,,,,,,,132-79-8413,19690425
A100539,Jose,,Reyes,5401,54th,,APT.,81,Lubbock,TX,79414,P O BOX,22964,64062,Lubbock,TX,79464,132-79-8413,69690425
A103009,J.,,Reyez,5401,54Th,Street,Apt,81,LUBBOCK,TX,7941l,po box,22964,,lubbock,tx,79464,,19690425
A100274,Jose,,Reyes,5401,54TH,ST,APT,81,Lubbock,TX,79414,POBOX,22964,,Lubbock,TX,79464,132798413,
A106201,JOSE,,REYES,15327,HAMPTON,CIR,,,HOUSTON,TX,77071,P0 B0X,4857,280034,HOUSTON,TX ,77228,132-79-8413,19690425
A105915,ROBERT,,MENA,15327,HAMTON,CIR.,,,Houston,TX,77071 ,PO BOX,4857 ,,HOUSTON,,77228-,132798413,19690425
A103633,J.,,Reyes,15327 ,Hampton,,,,Houston,TX,77071,POBOX,4857,280034,,TX,,,19690425
