refID1,tokens1,refID2,tokens2,truth
A935709,"FREDERICK, MILLER, 1131, NORTHWEST, 199T, STREET, MIAMI, FL, 33169, PO, BOX, 430115, APTDO, MIAMI, FLORIDA, 33243, 26985558",A946131,"PAUL, M, GROTEY, 3352, NW, 49TH, ST, MIAMI, FLORIDA, 33142, CALLER, 430115, BUZON, MIAMI, FLA, 33243, 27166396, 39650",0
A935709,"FREDERICK, MILLER, 1131, NORTHWEST, 199T, STREET, MIAMI, FL, 33169, PO, BOX, 430115, APTDO, MIAMI, FLORIDA, 33243, 26985558",A966288,"SHELLY, E, MONTES, 7465, SW, 19TH, TER, MIAMI, FLA, 33155, PO, BOX, 430115, APTDO, MIAMI, FLORIDA, 33243, 26270736",0
A935709,"FREDERICK, MILLER, 1131, NORTHWEST, 199T, STREET, MIAMI, FL, 33169, PO, BOX, 430115, APTDO, MIAMI, FLORIDA, 33243, 26985558",B914497,"PARMENDRA, N, RIVIERETHOMPSON, 430115, POST, OFFICE, BOX, MIAMI, LA, 33243, 3053748608",0
A935709,"FREDERICK, MILLER, 1131, NORTHWEST, 199T, STREET, MIAMI, FL, 33169, PO, BOX, 430115, APTDO, MIAMI, FLORIDA, 33243, 26985558",B936106,"MARTINEZ, 430115, BUZON, MIAMI, FLA, 33243, 3051085434",0
A935709,"FREDERICK, MILLER, 1131, NORTHWEST, 199T, STREET, MIAMI, FL, 33169, PO, BOX, 430115, APTDO, MIAMI, FLORIDA, 33243, 26985558",B998854,"R, HUMPHREYS, 430115, APTDO, MIAMI, FLORIDA, 33243, 3054343371",0
A935740,"WILLIAM, M, GILLIAM, 3400, NW, 48TH, AVE, APT, 511, LAUDERDALE, LAKES, FLA, 33319, 23828662, 1967",B931130,"WILLIAM, M, GILLIAM, 1871, POST, HAWTHORNE, FL, 32640, 3522780410",1
A935740,"WILLIAM, M, GILLIAM, 3400, NW, 48TH, AVE, APT, 511, LAUDERDALE, LAKES, FLA, 33319, 23828662, 1967",B968375,"WILLIAM, M, GILLIAM, 516, TEALIDGE, LN, DESOTO, TBX, 75115, 9725044763",1
A935740,"WILLIAM, M, GILLIAM, 3400, NW, 48TH, AVE, APT, 511, LAUDERDALE, LAKES, FLA, 33319, 23828662, 1967",B977526,"SONIA, A, CONTRERAS, 3549, NW, 39TH, AVEN, LAUDERDALE, LAKES, LA, 33309, 9543488347",0
A935904,"JENNIFER, G, HODGES, 6322, WEST, FAIRLEE, CT, CRYSTAL, RIVER, FL, 34428, 21993806",A995404,"JENNIFER, G, HODGES, 28, NARANJA, RD, DEBARY, FLORIDA, 32713, 201993086",1
A935904,"JENNIFER, G, HODGES, 6322, WEST, FAIRLEE, CT, CRYSTAL, RIVER, FL, 34428, 21993806",B983830,"JENNIFER, G, HODGES, 280034, BUZON, HOUSTON, TEXAS, 77228, 7137535400",1
A935904,"JENNIFER, G, HODGES, 6322, WEST, FAIRLEE, CT, CRYSTAL, RIVER, FL, 34428, 21993806",B996404,"JOHN, M, JOHNSON, 6322, W, FAIRLEE, CT, CRYSTAL, RIVER, FL, 34428, 3526140078",0
A936490,"KARI, G, PERSONUGWU, 23024, MAUD, AVE, HAYWARD, CALIFORNIA, 94541, 26291095",A961513,"KARI, G, PERSONUGWU, 1699, PASEO, AURORA, SAN, DIEGO, CA, 92154, PST, 45236, SAN, DIEGO, CA, 2145, 206291095, 15814",1
A936782,"ANASTACIO, J, WALSH, 12208, WINDCHIME, PL, APT, A, MIRA, LOMA, CA, 9752",A965888,"ANASTACIO, J, WALSH, 5301, E, WVERLY, DRIVE, UNIT, 173, PALM, SPRINGS, CA, 92264, PO, BOX, 2Z012, PALM, SPRINGS, CA, 92263, 29625",1
A937083,"WON, R, DENHART, 487, MARBLE, ARCH, AVENIDA, SAN, JOSE, CA, 95136, PO, BOX, 640083, CALLER, SAN, JOSE, GCA, 95164, 026806788",A955688,"TONI, D, HARRELSON, 1094, SUMERPLACE, DR, SAN, JOSE, CA, 95122, BOX, 640083, BUZON, SAN, JOSE, CA, 95164, 026850820",0
A937083,"WON, R, DENHART, 487, MARBLE, ARCH, AVENIDA, SAN, JOSE, CA, 95136, PO, BOX, 640083, CALLER, SAN, JOSE, GCA, 95164, 026806788",A965695,"A, G, RODRIGUEZ, 966, HARLISS, AVE, SAN, JOSE, CALIFORNIA, 95110, PO, BOX, 640083, BUZON, SAN, JOSE, CA, 95164, 023400736, 16607",0
A937401,"HECTOR, J, MZIGHELL, 4727, 3RD, AVE, LOS, ANGELES, A, 90043, O, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 23755056, 19531118",B951712,"JENNIFER, D, MIDDLETON, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 8184213781",0
A937401,"HECTOR, J, MZIGHELL, 4727, 3RD, AVE, LOS, ANGELES, A, 90043, O, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 23755056, 19531118",B961888,"TOMMY, ARIZA, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIF, 90009, 8185510606",0
A937401,"HECTOR, J, MZIGHELL, 4727, 3RD, AVE, LOS, ANGELES, A, 90043, O, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 23755056, 19531118",B977323,"RICHARD, BCHECH, 881605, CALL, BOX, LOS, ANGELES, CALIF, 90009, 8184213781",0
A937724,"DONALD, E, REECE, 655, LAREDO, ST, EAGLE, PASS, TX, 78852, 24120842",B920874,"DONALD, E, REECE, 6612, MATNEY, DRIV, DALLAS, TX, 75237, 2142523707",1
A937724,"DONALD, E, REECE, 655, LAREDO, ST, EAGLE, PASS, TX, 78852, 24120842",B969923,"TRACY, E, PAIGE, 655, LAREDO, ST, EAGLE, PASS, TX, 78852, 8307848214",0
A937724,"DONALD, E, REECE, 655, LAREDO, ST, EAGLE, PASS, TX, 78852, 24120842",B988766,"DONALD, E, REECE, 3026, LAKEHIL, DRV, PEARLAND, TX, 77584, 2814288513",1
A938311,"JOSEFINA, A, GOSSETT, 6540, RIJDDLE, DR, FORT, WORTH, TX, 76180, POST, BOX, 79373, FORT, WORTH, TEXAS, 7617, 22105609",B914971,"JOSEFINA, A, GOSSETT, 2891, SE, PACE, DRIV, PORT, SAINT, LUCIE, FL, 3484, 7723148482",1
A938311,"JOSEFINA, A, GOSSETT, 6540, RIJDDLE, DR, FORT, WORTH, TX, 76180, POST, BOX, 79373, FORT, WORTH, TEXAS, 7617, 22105609",B935863,"RACHELLE, F, HASHMI, 6540, RIJDDLE, DR, FORT, WORTH, TX, 76180, 8173740656",0
A938443,"DAVID, M, RODRIGUEZ, 6814, PINE, BARREN, ROAD, CENTURY, FLA, 32535, 22613395",A978813,"DAVID, M, RODRIGUEZ, 1217, SONGBIRD, LN, ATLANTIC, BEACH, FL, 32233, 022613395, 1905",1
A938443,"DAVID, M, RODRIGUEZ, 6814, PINE, BARREN, ROAD, CENTURY, FLA, 32535, 22613395",B927288,"DAVID, M, RODRIGUEZ, 1001, APTDO, INVERNESS, FLORIDA, 34D451, 3522440804",1
A939297,"N, S, MULLINSIVIE, 6934, DE, SOTO, AVE, CANOGA, PARK, CA, 91303, 026071685, 1926",A983520,"C, A, PAZZI, 6934, DE, SOTO, AVE, CANOGA, PARK, CA, 91303, 026070201",0
A939748,"MARIA, K, KRAUS, 1720, LIGHTHOUSE, TER, S, APT, A8, SOUTH, PASADENA, FL, 33707, 025759178",A995134,"MARIA, K, KRAUS, 9622, EAGLE, HILLS, WYE, GILROY, CA, 95020, 025759178, 14021",1
A939854,"GEORGE, M, EMERT, 1431, W, 71ST, ST, LOS, ANGELES, CALI, 90047, BOX, 88165, LOS, ANGELES, CALI, Z90009, 021921077",B904022,"GEORGE, M, EMERT, 881605, CALLER, LOS, ANGELES, CALIFORNIA, 90J009, 8184513612",1
A939854,"GEORGE, M, EMERT, 1431, W, 71ST, ST, LOS, ANGELES, CALI, 90047, BOX, 88165, LOS, ANGELES, CALI, Z90009, 021921077",B967583,"GEORGE, M, EMERT, 860105, BUZON, PLANO, TX, 75086, 9723018126",1
A940459,"SHELLIE, ZALDIVAR, 5261, RIVER, BIRCH, CT, ORLANDO, FL, 32808, PO, BOX, 720506, ORLANDO, FL, 32872, 022974179",A971400,"EUSTACIO, A, HOGAN, 200X7, WAKULLA, WAY, ORLANDO, FLA, 32839, PO, BOX, 720506, ORLANDO, FLORIDA, 32872, 26616329, 1983",0
A940459,"SHELLIE, ZALDIVAR, 5261, RIVER, BIRCH, CT, ORLANDO, FL, 32808, PO, BOX, 720506, ORLANDO, FL, 32872, 022974179",A983196,"SHELLIE, ZALDIVAR, 1852, BANBURY, RD, JACKSONVILLE, FA, 32211, 22974179",1
A940459,"SHELLIE, ZALDIVAR, 5261, RIVER, BIRCH, CT, ORLANDO, FL, 32808, PO, BOX, 720506, ORLANDO, FL, 32872, 022974179",B926141,"SHERRY, M, RACE, 720506, APTDO, ORLANDO, FLORIDA, 32872, 4076385402",0
A940459,"SHELLIE, ZALDIVAR, 5261, RIVER, BIRCH, CT, ORLANDO, FL, 32808, PO, BOX, 720506, ORLANDO, FL, 32872, 022974179",B945745,"CONCEPCION, A, SORIANO, 720506, OFFICE, BOX, ORLANDO, FLORIDA, 32872, 4071123156",0
A940459,"SHELLIE, ZALDIVAR, 5261, RIVER, BIRCH, CT, ORLANDO, FL, 32808, PO, BOX, 720506, ORLANDO, FL, 32872, 022974179",B949201,"MARY, G, FERGUSON, 720506, POST, ORLANDO, FLORIDA, 32872, 4071401612",0
A940459,"SHELLIE, ZALDIVAR, 5261, RIVER, BIRCH, CT, ORLANDO, FL, 32808, PO, BOX, 720506, ORLANDO, FL, 32872, 022974179",B961364,"MATHEW, G, HART, 720506, CALLER, ORLANDO, FLORIDA, 32872, 4071587457",0
A940645,"CYNTHIA, J, ROGERS, 1848, BARERRY, LN, SAN, JOSE, CA, 95122",B957778,"CYNTHIA, G, ROGERS, 482, CALLER, ONTARIO, CALI, 91762, 9098471483",1
A940645,"CYNTHIA, J, ROGERS, 1848, BARERRY, LN, SAN, JOSE, CA, 95122",B984145,"CYNTHIA, J, ROGERS, 2946, SIERRA, R, WESTLAKE, VILLAGE, CA, 91362, 8058726427",1
A940656,"JEANNIE, A, G, 1371R, BROCKTON, DRIV, CORONA, CALIFORNIA, 92882, 26509566, 1961",A945035,"J, A, GONZALEZ, 361, ENTLER, AVE, CHICGO, CALIFORNIA, 95928, PO, BOX, 842, CHICO, CA, 95927, 26509566, 1961",1
A940656,"JEANNIE, A, G, 1371R, BROCKTON, DRIV, CORONA, CALIFORNIA, 92882, 26509566, 1961",A995415,"JEANNIE, A, VANPELT, 1371, BROCKTON, DR, CORONA, CALIFORNIA, 92882, 026509566",1
A940883,"RICARDO, GINARD, 503, WIEDMANN, AVE, SHAFTER, CA, 93263",A978270,"RICARDO, GINARD, 4346, HAMMEL, ST, LOS, ANGELES, CA, 90022, 024251376",1
A940883,"RICARDO, GINARD, 503, WIEDMANN, AVE, SHAFTER, CA, 93263",B946616,"RICARDO, GINARD, 45236, POST, OFFICE, BOX, 4526, SAN, DIEGO, CALIFORNIA, 92145, 6198100802",1
A940883,"RICARDO, GINARD, 503, WIEDMANN, AVE, SHAFTER, CA, 93263",B970072,"RICARDO, GINARD, 4635, ZLUXFORD, COURT, SACRAMENTO, CALIF, 9584, 9161835363",1
A941093,"TAMMIE, WHITING, 1753, HARTE, DRIVE, SAN, JOSE, CALIF, 95124",A969030,"TAMMIE, WHITING, 729, JERSEY, DRIVE, GONZALES, CALIFORNIA, 93926",1
A941249,"THEOADORAI, E, LETTERIO, 10009, DEL, ALMENDRA, DR, OAKDALE, CA, 95361, 23565592, 1973",B945939,"FELICITAS, W, GIBSON, 2241, CALLER, OAKDALE, CA, 95361, 2092381578",0
A942028,"JAMES, C, MALONE, 1473, PAULK, LN, JACKSONVILLE, FL, 32220, CALLER, 5314, CALL, BOX, JACKSONVILLE, FLORIDA, 32247, 24384134, 19711",A944799,"MAX, D, ERICKSON, 12853, OXFORD, DR, JACKSONVILLE, FLORIDA, 32224, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",0
A942028,"JAMES, C, MALONE, 1473, PAULK, LN, JACKSONVILLE, FL, 32220, CALLER, 5314, CALL, BOX, JACKSONVILLE, FLORIDA, 32247, 24384134, 19711",A955414,"LORI, C, WILMERDING, 111, E, 1ST, ST, APT, 43, JACKSONVILLE, FLORIDA, 32207, PO, BOX, 5314, POST, JACKSONVILLE, FLA, 32247, 27136307, 14242",0
A942028,"JAMES, C, MALONE, 1473, PAULK, LN, JACKSONVILLE, FL, 32220, CALLER, 5314, CALL, BOX, JACKSONVILLE, FLORIDA, 32247, 24384134, 19711",A974034,"JANICE, V, HENDRIX, 1473, PAULK, LANE, JACKSONVILLE, FL, 32225, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",0
A942028,"JAMES, C, MALONE, 1473, PAULK, LN, JACKSONVILLE, FL, 32220, CALLER, 5314, CALL, BOX, JACKSONVILLE, FLORIDA, 32247, 24384134, 19711",A980998,"C, MALONE, 1112, NW, 9TH, AVE, CAPE, CORAL, GABLES, FL, 33993, 24384134, 19531218",1
A942028,"JAMES, C, MALONE, 1473, PAULK, LN, JACKSONVILLE, FL, 32220, CALLER, 5314, CALL, BOX, JACKSONVILLE, FLORIDA, 32247, 24384134, 19711",A993068,"ANTHONY, C, MCNEILL, 11275, CHAPELGATE, LN, JACKSONVILLE, FL, 32225, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247, 26478410",0
A942028,"JAMES, C, MALONE, 1473, PAULK, LN, JACKSONVILLE, FL, 32220, CALLER, 5314, CALL, BOX, JACKSONVILLE, FLORIDA, 32247, 24384134, 19711",A993909,"MAUREEN, G, FERGUSON, 87F24, MERSEYSIDE, AVENUE, JACKSONVILLE, FL, 32219, BUZON, 5314, POST, JACKSONVILLE, FLA, 32247, 025921466",0
A942028,"JAMES, C, MALONE, 1473, PAULK, LN, JACKSONVILLE, FL, 32220, CALLER, 5314, CALL, BOX, JACKSONVILLE, FLORIDA, 32247, 24384134, 19711",B920758,"JOSEPH, S, BENNETT, 5314, POST, OFFICE, JACKSONVILLE, FLORIDA, 32247, 9045205513",0
A942334,"KANESHA, J, MORALES, 17950, MIDWAY, RD, TRACY, CA, 95377, 1908",B986445,"KANESHA, J, MORALES, 5215, ALMIRA, RD, SOUTH, GATE, CALIF, 90280, 3238175313",1
A942334,"KANESHA, J, MORALES, 17950, MIDWAY, RD, TRACY, CA, 95377, 1908",B996463,"JAMES, D, BLAKE, 17950, MIDWAY, RD, TRAC, CALI, 95377, 2091651571",0
A944108,"GARY, VENTURA, 15, SCOTTDALE, S, CARSON, CLIF, 90745, 26849307",A952739,"GARY, VENTURA, 873, CANEEL, BAY, TERRACE, WINTER, SPRINGS, FL, 32708, 026849307",1
A944108,"GARY, VENTURA, 15, SCOTTDALE, S, CARSON, CLIF, 90745, 26849307",B958931,"L, VILLALVAZO, 9, SQUAW, PEAK, LN, CARSON, CA, 90745, 5625527145",0
A944108,"GARY, VENTURA, 15, SCOTTDALE, S, CARSON, CLIF, 90745, 26849307",B983008,"L, STEVENS, 21231, OAKFORT, AVEN, CARSON, CA, 90745, 5622334653",0
A944711,"H, REGALADO, 100, CONCORD, ST, COSTA, MESA, CALIFORNIA, 92626, 32904242, 19250511",A957847,"FELI, CORNELISSEN, 3221MONTANA, AVENIDA, COSTA, MESA, CALIFORNIA, 92626, 25407736",0
A944799,"MAX, D, ERICKSON, 12853, OXFORD, DR, JACKSONVILLE, FLORIDA, 32224, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",A955414,"LORI, C, WILMERDING, 111, E, 1ST, ST, APT, 43, JACKSONVILLE, FLORIDA, 32207, PO, BOX, 5314, POST, JACKSONVILLE, FLA, 32247, 27136307, 14242",0
A944799,"MAX, D, ERICKSON, 12853, OXFORD, DR, JACKSONVILLE, FLORIDA, 32224, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",A974034,"JANICE, V, HENDRIX, 1473, PAULK, LANE, JACKSONVILLE, FL, 32225, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",0
A944799,"MAX, D, ERICKSON, 12853, OXFORD, DR, JACKSONVILLE, FLORIDA, 32224, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",A993068,"ANTHONY, C, MCNEILL, 11275, CHAPELGATE, LN, JACKSONVILLE, FL, 32225, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247, 26478410",0
A944799,"MAX, D, ERICKSON, 12853, OXFORD, DR, JACKSONVILLE, FLORIDA, 32224, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",A993909,"MAUREEN, G, FERGUSON, 87F24, MERSEYSIDE, AVENUE, JACKSONVILLE, FL, 32219, BUZON, 5314, POST, JACKSONVILLE, FLA, 32247, 025921466",0
A944799,"MAX, D, ERICKSON, 12853, OXFORD, DR, JACKSONVILLE, FLORIDA, 32224, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",B920758,"JOSEPH, S, BENNETT, 5314, POST, OFFICE, JACKSONVILLE, FLORIDA, 32247, 9045205513",0
A944968,"JAQUELINE, CARRILLO, 2356, GROVE, VIEW, RD, SAN, DIEGO, CA, 92139, OFFICE, BOX, 4N5236, SAN, DIEGO, CALI, 2145, 25120554, 30561",B948553,"JAQUELINE, C, CARRILLO, 130967, CALLER, CARLSBAD, CA, 9213, 7605688737",1
A944970,"MANUEL, M, KIRBY, 1512, ELMWOOD, BOULEVARD, DALLAS, TAX, 75224, BUZON, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 025246842",A952652,"DZOVINAR, C, EDEN, 6406, GARLINGHOUSE, LANE, DALLAS, TX, 75252, PO, BOX, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 26373745",0
A944970,"MANUEL, M, KIRBY, 1512, ELMWOOD, BOULEVARD, DALLAS, TAX, 75224, BUZON, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 025246842",A971634,"JOSE, M, GONZALEZ, 2828, LONESOME, DOVE, LANE, DALLAS, TX, 75237, PO, BOX, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 26331185",0
A944970,"MANUEL, M, KIRBY, 1512, ELMWOOD, BOULEVARD, DALLAS, TAX, 75224, BUZON, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 025246842",A985105,"MANUEL, M, KIRBY, 3720, WINDY, LN, ALVARADO, TEXAS, 76009, 205426842",1
A944970,"MANUEL, M, KIRBY, 1512, ELMWOOD, BOULEVARD, DALLAS, TAX, 75224, BUZON, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 025246842",B957361,"LARRY, GARCIA, 810892, APARTADO, DALLAS, TEXAS, 75381, 2141032513",0
A944970,"MANUEL, M, KIRBY, 1512, ELMWOOD, BOULEVARD, DALLAS, TAX, 75224, BUZON, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 025246842",B974422,"MILDRED, C, SALAZAR, 810892, APARTADO, DALLAS, TKX, 75381, 2141683114",0
A945092,"CRISTINA, H, SANTIAGO, 14, SAINT, CHARLES, CT, LITTLE, ROCK, AR, 72211, PO, BOX, 165891, LITTLE, ROCK, ARKANSAS, 72216",A986895,"COYR, J, GANDY, 154, BOOKER, STR, LITTLE, ROCK, AR, 72204, PO, BOX, 165891, LITTLE, ROCK, ARKANSAS, 72216, 1968",0
A945298,"JANA, C, LOPEZ, 238I1, BEACH, STREET, A, OCEANO, CA, 93445, 023105905",B955602,"JANA, C, LOPEZ, 343, 80TH, ST, LOS, ANGELES, CALIFORNIA, 90003, 8187584823",1
A945314,"VICTOR, L, WILLIAMS, 35B, MALICOAT, AVE, OAKLEY, CALIFORNIA, 94561, 25520254, 19381016",A964531,"VICTOR, L, WILLIAMS, 13878, CR, 606, BROWNSBORO, R, TX, 75756, 14169",1
A945314,"VICTOR, L, WILLIAMS, 35B, MALICOAT, AVE, OAKLEY, CALIFORNIA, 94561, 25520254, 19381016",A985898,"MARGRAET, L, VIVONA, 35B, MALICOAT, AVE, OAKLEY, CALIFORNIA, 94561, 25515119",0
A945314,"VICTOR, L, WILLIAMS, 35B, MALICOAT, AVE, OAKLEY, CALIFORNIA, 94561, 25520254, 19381016",B917142,"OLGA, D, OSBORNE, 408, HILL, AVE, OAKLEY, CALIFORNIA, 94561, 9252240208",0
A945314,"VICTOR, L, WILLIAMS, 35B, MALICOAT, AVE, OAKLEY, CALIFORNIA, 94561, 25520254, 19381016",B983321,"VICTOR, L, WILLIAMS, 817, POST, OFFICE, BOX, PERRIS, CA, 92572, 9093544754",1
A946131,"PAUL, M, GROTEY, 3352, NW, 49TH, ST, MIAMI, FLORIDA, 33142, CALLER, 430115, BUZON, MIAMI, FLA, 33243, 27166396, 39650",A966288,"SHELLY, E, MONTES, 7465, SW, 19TH, TER, MIAMI, FLA, 33155, PO, BOX, 430115, APTDO, MIAMI, FLORIDA, 33243, 26270736",0
A946131,"PAUL, M, GROTEY, 3352, NW, 49TH, ST, MIAMI, FLORIDA, 33142, CALLER, 430115, BUZON, MIAMI, FLA, 33243, 27166396, 39650",B914497,"PARMENDRA, N, RIVIERETHOMPSON, 430115, POST, OFFICE, BOX, MIAMI, LA, 33243, 3053748608",0
A946131,"PAUL, M, GROTEY, 3352, NW, 49TH, ST, MIAMI, FLORIDA, 33142, CALLER, 430115, BUZON, MIAMI, FLA, 33243, 27166396, 39650",B936106,"MARTINEZ, 430115, BUZON, MIAMI, FLA, 33243, 3051085434",0
A946131,"PAUL, M, GROTEY, 3352, NW, 49TH, ST, MIAMI, FLORIDA, 33142, CALLER, 430115, BUZON, MIAMI, FLA, 33243, 27166396, 39650",B998854,"R, HUMPHREYS, 430115, APTDO, MIAMI, FLORIDA, 33243, 3054343371",0
A946936,"G, D, HUFFMAN, 6, MONTLEGRO, IRVINE, K, CALI, 92614, 25691215",A970016,"KIRRILY, RASMUSSEN, 84, KNOLLGLEN, IRVINE, CA, 92614, 26417101, 39945",0
A947347,"THELMA, KHAN, 10222, FORUM, WEST, DRIVE, APT, 621, HOUSTON, TEXAS, 77036, POST, OFFICE, 280034, APTDO, HOUSTON, TEXAS, 77228, 22912073, 19550628",A949062,"DORINDA, R, MOMOH, 542, RENWICK, DR, APT, 855, HOUSTON, TX, 77081, CALLER, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21863533",0
A947347,"THELMA, KHAN, 10222, FORUM, WEST, DRIVE, APT, 621, HOUSTON, TEXAS, 77036, POST, OFFICE, 280034, APTDO, HOUSTON, TEXAS, 77228, 22912073, 19550628",A957306,"LORETTA, J, GIROUARD, 14777, WUNDERLICH, DR, APT, 1201, HOUSTON, TX, 77069, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26325511, 1963",0
A947347,"THELMA, KHAN, 10222, FORUM, WEST, DRIVE, APT, 621, HOUSTON, TEXAS, 77036, POST, OFFICE, 280034, APTDO, HOUSTON, TEXAS, 77228, 22912073, 19550628",A966819,"BARBERY, L, LANTRIP, V702, OAK, WEST, DR, HOUSTON, TX, 77073, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25567915",0
A947347,"THELMA, KHAN, 10222, FORUM, WEST, DRIVE, APT, 621, HOUSTON, TEXAS, 77036, POST, OFFICE, 280034, APTDO, HOUSTON, TEXAS, 77228, 22912073, 19550628",A977550,"JORGE, M, EMERT, 2115, FORELAND, DR, HOUSTON, TEXAS, 77077, POST, OFFICE, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21920177",0
A947347,"THELMA, KHAN, 10222, FORUM, WEST, DRIVE, APT, 621, HOUSTON, TEXAS, 77036, POST, OFFICE, 280034, APTDO, HOUSTON, TEXAS, 77228, 22912073, 19550628",A998330,"ALICIA, PERALTA, 7051, HENDONQ, LN, HOUSTON, TEXAS, 77077, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25288749, 40436",0
A947347,"THELMA, KHAN, 10222, FORUM, WEST, DRIVE, APT, 621, HOUSTON, TEXAS, 77036, POST, OFFICE, 280034, APTDO, HOUSTON, TEXAS, 77228, 22912073, 19550628",B933253,"JUAN, PAACIOS, 10222, FORUM, WEST, DR, APARMENT, 621, HOUSTON, TEXAS, 77036, 7132100644",0
A947347,"THELMA, KHAN, 10222, FORUM, WEST, DRIVE, APT, 621, HOUSTON, TEXAS, 77036, POST, OFFICE, 280034, APTDO, HOUSTON, TEXAS, 77228, 22912073, 19550628",B959256,"JUAN, P, PELAYO, 280034, POST, OFFICE, BOX, HOUSTON, TEXAS, 77228, 7136283745",0
A947347,"THELMA, KHAN, 10222, FORUM, WEST, DRIVE, APT, 621, HOUSTON, TEXAS, 77036, POST, OFFICE, 280034, APTDO, HOUSTON, TEXAS, 77228, 22912073, 19550628",B983830,"JENNIFER, G, HODGES, 280034, BUZON, HOUSTON, TEXAS, 77228, 7137535400",0
A947517,"CHRISTIEN, BROWN, 7709, TRIPLE, ACRES, SAN, ANTONIO, TX, 78263, POST, OFFICE, BOX, 690362, APARTADO, SAN, ANTONIO, TEXAS, 78269, 023085088",A983206,"LENORE, E, RODRIGUEZ, 8735, FIVE, PALMS, DR, SA, ANTONIO, TEXAS, 78242, PO, BOX, 690362, SAN, ANTONIO, TEXAS, 78269, 26835867",0
A947517,"CHRISTIEN, BROWN, 7709, TRIPLE, ACRES, SAN, ANTONIO, TX, 78263, POST, OFFICE, BOX, 690362, APARTADO, SAN, ANTONIO, TEXAS, 78269, 023085088",B963523,"R, L, GARCIA, 690362, OFFICE, BOX, SAN, ANTONIO, TEXAS, 78269, 2107747554",0
A947517,"CHRISTIEN, BROWN, 7709, TRIPLE, ACRES, SAN, ANTONIO, TX, 78263, POST, OFFICE, BOX, 690362, APARTADO, SAN, ANTONIO, TEXAS, 78269, 023085088",B994790,"BETSY, A, URIBE, 690362, APARTADO, SAN, ANTONIO, TEXAS, 78269, 2106726242",0
A947519,"R, D, CEBALLOS, 2110, W, GREENHOLLOW, DR, PALM, HARBOR, FLA, 34683, PO, BOX, 2214, PALMHARBOR, FLA, 34682, 025536496, 1916",B990926,"ANGELA, BULBUL, 2214, BUZON, PALM, HARBOR, F, 34682, 7272404013",0
A947995,"JUAN, LODUCA, 5828, M, L, KING, DR, JACKSONVILLE, FL, 32219, BOX, 5314, JACKSONVILLE, FL, 322G47, 062201164",A993909,"MAUREEN, G, FERGUSON, 87F24, MERSEYSIDE, AVENUE, JACKSONVILLE, FL, 32219, BUZON, 5314, POST, JACKSONVILLE, FLA, 32247, 025921466",0
A948418,"JAIME, J, BEJARANO, 4920, NW, 92ND, AVENUE, SUNRISE, FLA, 33351, 024324112, 1976",A962196,"JAIME, J, BEJARANO, 1612, NW, 4TH, ST, OCALA, FLORIDA, 34475, 1976",1
A948418,"JAIME, J, BEJARANO, 4920, NW, 92ND, AVENUE, SUNRISE, FLA, 33351, 024324112, 1976",B927583,"JAIME, J, BEJARANO, 21122, JADE, BLUFF, LN, KATY, TEXAS, 77450, 2813847224",1
A948418,"JAIME, J, BEJARANO, 4920, NW, 92ND, AVENUE, SUNRISE, FLA, 33351, 024324112, 1976",B975026,"PAUL, ARIZPE, 5010, N, NOB, HILLRD, APT, 140, SUNRISE, FLORIDA, 33351, 9542534301",0
A948420,"T, J, CLAPPER, 3736, RLLINS, WAY, ANTELOPE, CALI, 95843, 026568390, 1935",A988380,"TETSUYA, J, CLAPPER, 336, RLLINS, WAY, ANTELOPE, CALIFORNIA, 95843, 19350828",1
