clusterID,refID,tokens,truth
A936787,A936787,"AURORA, D, BOWMAN, 310, BRALY, STRT, LINCOLN, ARK, 72744, 023153154",1
A936787,A970737,"AURORA, D, BOWMAN, 310, BRALY, ST, LINCOLN, AR, 72744, 23513154, 16553",1
A936787,A972804,"A, D, BOWMAN, 310, BRALY, ST, LINCOLN, AR, 72744",1
A936787,B904314,"AURORA, D, BOWMAN, 310, BRALY, ST, LINCOLN, AR, 72744, 4792513772",1
A936787,B905956,"AURORA, D, BOWMAN, 310, BRALY, STRT, LINCOLN, ARKAN, 72744, 4792513772",1
A936787,B933089,"A, D, BOWMAN, 310, BRALY, T, LINCOLN, AR, 72744, 4792513772",1
A936810,A936810,"SARA, S, SADRA, 4029, TEMPLE, CITY, BLVD, SAN, DIMAS, CALIFORNIA, 91773, 021885635",1
A936810,A938446,"S, S, SADRA, 4029, TEMPLE, CITY, BLVD, SAN, DIMAS, CA, 91773",1
A936810,B921111,"S, S, SADRA, 4029, TEMPLE, CITY, BLVD, SAN, DIMAS, CALIF, 91773, 9098457856",1
A936810,B959314,"SARA, S, SADRA, 4029, TEMPLE, CITY, BOUL, SAN, DIMAS, CALIF, 91773, 9098457856",1
A937010,A937010,"LIBERTAD, N, KROIS, 3388, BRADEN, CT, SAN, JOSE, CALIFORNIA, 95148, PO, BOX, 640083, CALLER, SAN, JOSE, CLI, 95164",1
A937010,B898134,"LIBERTAD, N, KROIS, 3388, BRADEN, CT, SAN, JOSE, CALI, 95148, 4082577235",1
A937030,A937030,"FELIPE, L, SANCHEZ, 2754, HERMOSA, AVE, APT, 5, MONTROSE, CALIFORNIA, 91020",1
A937030,A942783,"LISA, SANCHEZ, 2754, HERMOSA, AVENIDA, APT, 5, MONTROSE, CALIFORNIA, 91020, 21540361, 31922",0
A937030,A968908,"LIAS, NICKELBERRY, 2754, HERMOSA, AVE, APT, 5, MONTROSE, CALIFORNIA, 91020, 21540361",0
A937030,A973612,"FELIPE, L, SANCHEZ, 2754, HERMOSA, AVE, APT, 5, MONTROSE, CALIFORNIA, 91020",1
A937030,A982208,"L, SANCHEZ, 2754, HERMOSA, AVE, APT, V5, MONTROSE, CALIFORNIA, 91020, 21540361",0
A937030,B932009,"LISA, SANCHEZ, 2754, HERMOSA, AVNUE, APARTMENT, 5, MONTROSE, CALIFORNIA, 91020, 8186158823",0
A937030,B951233,"LIAS, NICKELBERRY, 2754, HERMOSA, AVE, APT, 5, MONTROSE, CALIFORNIA, 91020, 8186158823",0
A937030,B970976,"FELIPE, L, SANCHEZ, 2754, HERMOSA, AVE, APARTMENT, 5, MONTROSE, CALIFORNIA, 91020, 8186158823",1
A937030,B980279,"FELIPE, L, SANCHEZ, 2754, HERMOSA, AVE, APARTMENT, 5, MONTROSE, CA, 910H20, 8186158823",1
A937030,B986011,"L, SANCHEZ, 2754, HERMOSA, AVE, APT, 5, MONTROSE, CALIFORNIA, 91020, 8186158823",0
A937079,A937079,"TARIS, S, TORRES, 522, BROSNAN, CT, SOUTH, SAN, FRANCISCO, CA, 94080, PO, BOX, 5093, SOUTH, SAN, FRANCISCO, CA, 94083, 14137",1
A937090,A937090,"GARY, E, ESTRADAGOMEZ, 1153, S, ARDMORE, AVE, LOS, ANGELES, CA, 90006, 203190303",1
A937090,A956180,"GARY, E, ESTRADAGOMEZ, 1153, S, ARDMORE, AV, LOS, ANGELES, CALI, 90006, 23190303",1
A937090,A971887,"GARY, E, ESTRADAGOMEZ, 1153, S, ARDMORE, AVE, LOS, ANGELES, CA, 90006",1
A937090,B951392,"GARY, E, ESTRADAGOMEZ, 1153, S, ARDMOREAVE, LOS, ANGELES, CALI, 90006, 8181260874",1
A937090,B967300,"GARY, E, ESTRADAGOMEZ, 1153, S, ARDMORE, AVE, LOSANGELES, CALI, 90006, 8181260874",1
A937090,B977224,"GARY, E, ESTRADAGOMEZ, 1153, S, ARDMORE, AVENU, LOS, ANGELES, CA, 90006, 8181260874",1
A937171,A937171,"DANA, L, STEVENS, 2891, SE, PACE, DR, PORT, SAINT, LUCIE, FL, 34983, POST, OFFICE, BOX, 8433, PORT, SAINT, LUCIE, FL, 34985, 022010354",1
A937171,B992750,"DANA, L, STEVENS, 8433, POST, OFFICE, BOX, 8433, PORT, SAINT, LUCIE, FL, 34985, 7723148482",1
A937189,A937189,"CHRISTINA, ROJAS, 4216, OX, RIDGE, DRIVE, APT, 102, BRYANT, ARKANSAS, 72022, 42136883",1
A937189,A946184,"J, B, MELTON, 4216, FOX, RIDGE, DRV, APT, 102, BRYANT, ARKANSAS, 72022, 024141223, 19501009",0
A937189,A989752,"CHRISTINA, ROJAS, 4216, FOX, RIDGE, DRIVE, APT, 102, BRYANT, ARK, 72022, 024136883, 1943",1
A937189,B912869,"CHRISTINA, ROJAS, 4216, FOX, RIDGE, DR, APARTMENT, 102, BRYANT, ARKANSAS, 72022, 5014117562",1
A937189,B998420,"CHRISTINA, ROJAS, 4216, FOX, RIDGE, DR, APT, 102, BRYANT, AR, U72022, 5014117562",1
A937269,A937269,"MORGAN, S, WILSON, 1468, E, CAROLYN, LANE, CIR, REEDLEY, CA, 93654, 24301093",1
A937269,A947981,"MORGAN, S, WILSON, 1468, E, CAROLYN, LANE, CIR, REEDLEY, CA, 93654, 24301093",1
A937269,B902738,"MORGAN, S, WILSON, 1468, E, CAROLYN, LANE, CIR, REEDLEY, CA, 93654, 5598823814",1
A937269,B932393,"MORGAN, S, WILSON, 1468, E, CAROLYN, LANE, CIRCLE, REEDLEY, CAIF, 93654, 5598823814",1
A937324,A937324,"RUTH, MARTINEZ, 8924, AUBREUY, LN, BOYNTON, BEACH, FLORIDA, 33472, CALLER, 24372, BOYNTON, BEACH, FLORIDA, 334N24, 205542023",1
A937324,B944406,"RUTH, MARTINEZ, 243722, BUZON, BOYNTON, BEACH, FLA, 33424, 5614832263",1
A937355,A937355,"DANNY, GEORGE, 720, RED, TAIL, ROAD, HEALDSBURG, CALIF, 95448, PO, BOX1737, HEALDSBURG, CALIF, 95448, 17352",1
A937475,A937475,"PHILLIP, D, WOOTEN, 2550, STA, RUN, BOUL, APT, 1028, CLEARWATER, N, FLORIDA, 33765, PO, BOX, 17583, CLEARWATER, FLORIDA, 33762, 25942855",1
A937475,B989158,"PHILLIP, D, WOOTEN, 2550, STA, RUN, BLVD, AT, 1028, CLEARWATER, FLORIDA, 33762, 7277677363",1
A937582,A937582,"MARISELA, J, JOHNSON, 25012, DE, SALLE, ST, LAGUNA, HILLS, CA, 92653, 26432468",1
A937582,A981119,"MARISELA, J, PULIDO, 25012, DE, SALLE, STR, LAGUNA, HILS, CALIF, 92653, 25912",1
A937582,A985674,"MARISELA, J, JOHNSON, 25012, DE, SALLE, ST, LAGUNA, HILLS, CA, 92653",1
A937635,A937635,"BETHANY, M, EVELETH, 210, TEMPLE, LN, BELLEAIR, BLUFFS, FEL, 33770",1
A937635,A956340,"BETHANY, M, EVELETH, 210, TEMPLE, LN, BELLEAIR, BLUFFS, FL, 33770, 21771983",1
A937635,B978021,"BETHANY, M, EVELETH, 210, TEMPLE, LN, BELLEAIR, BLUFFSFLA, 33770, 7273504511",1
A937635,B978838,"BETHANY, M, EVELETH, 210, TEMPLE, LN, BELLEAIR, BLUFFS, FLA, 33770, 7273504511",1
A937725,A937725,"M, H, 5193, N, LEAD, AVE, FRESNO, CALIFORNIA, 93711, POBOX, 5991, FRESNO, CA, 93755, 26031455, 15441",1
A937725,B912742,"M, H, 5193, N, LEAD, AVE, FRESNO, CALIFORNIA, 93711, 5596654148",1
A937797,A937797,"MAIDDI, W, BLACKMON, 1604, WHISPERING, COVE, TRL, FORT, WORTH, K, TX, 76134, APTDO, 793R73, FORT, WORTH, TX, 76179, 19731011",1
A937797,B983162,"MAIDDI, W, BLACKMON, 1604, WHISPERING, COVE, TRL, FORT, WORTH, TEXAS, 76134, 8175083147",1
A937848,A937848,"MICKEY, E, HUGGINS, 7, 1ST, AVE, APT, 1, DALY, CITY, CA, 94014, 22154206",1
A937848,A956987,"MICHAEL, E, HUGGINS, 7, 1ST, AVE, APT, 1, DALY, CITY, CA, 94014",1
A937848,B914744,"MICKEY, E, HUGGINS, 7, 1ST, AVE, APT, 1, DALY, CITY, CA, 94014, 6503614586",1
A937848,B925796,"MICHAEL, E, HUGGINS, 7, 1ST, AVE, APARTMENT, 1, DALY, CITY, CA, 94014, 6503614586",1
A937929,A937929,"KELLY, CHU, 2005, NEVADA, ST, STOCKTON, E, CA, 95206, POST, OFFICE, BOX, 7644, STOCKTON, CA, 95267",1
A938034,A938034,"SHELLY, E, MONTES, 550, E, MCKINLEY, AVE, POMONA, CA, 91767, O, BOX, 1843, POMONA, CALIFORNIA, 91769",1
A938039,A938039,"MARSHA, WALKER, 516, PENDLETON, PL, VENICE, FL, 34292, 23467282, 1916",1
A938039,A961573,"ALLEN, ERNESTO, GONZALEZ, 51, PENDLETON, PLACE, VENICE, FL, 34292",0
A938039,A964133,"MARSHA, GONZALEZ, 516, PENDLETON, PL, VENICE, FL, 34292, 42435",1
A938039,A968264,"ALLEN, ERNESTO, GONZALEZ, 516, PENDLETON, PL, VENICE, FL, 34292, 203469739",0
A938039,A986451,"MARSHA, WALKER, 516, PENDLETON, PL, VENICE, FL, 34292",1
A938039,B901014,"MARSHA, WALKER, 516, PENDLETON, PL, VENICE, FL, 34292, 9411526585",1
A938039,B923942,"ALLEN, ERNESTO, GONZALEZ, 516, PENDLETON, PLACE, VENICE, FL, 34292, 9411526585",0
A938039,B959971,"ALLEN, ERNESTO, GONZALEZ, 516, PENDLETON, PL, VENICE, FL, 34292, 9411526585",0
A938039,B990563,"MARSHA, GONZALEZ, 516, PENDLETON, PLACE, VENICE, FL, 34292, 9411526585",1
A938039,B995423,"MARSHA, WALKER, 516, PENDLETON, PL, VENICE, FLA, 34292, 9411526585",1
A938108,A938108,"JOSEPH, C, WHITE, 342, BENEDICTINE, TER, SEBASTIAN, FLORIDA, 32958, 21528240, 20398",1
A938108,A986948,"J, C, WHITE, 342, BENEDICTINE, TERRACE, SEBASTIAN, FLORIDA, 32958, 21528240",1
A938108,A988759,"JOSEPH, C, WHITE, 342, BENEDICTINE, ER, SEBASTIAN, FLA, 32958Z, 1955",1
A938108,B903303,"JOSEPH, C, WHITE, 342, BENEDICTINE, TER, SEBASTIAN, FLORIDA, 32958, 7726125885",1
A938108,B940330,"J, C, WHITE, 342, BENEDICTINE, TER, SEBASTIAN, FL, 3298, 7726125885",1
A938108,B943299,"JOSEPH, C, WHITE, 342, BENEDICTINE, TER, SEBASTIAN, FLORIDA, 32958, 7726125885",1
A938120,A938120,"KEASHA, A, LOPEZ, 7008, JUMILLA, AVE, WINNETKA, CA, 91306, 202286009, 1958",1
A938120,A948752,"A, LOPEZ, 7008, JUMILLA, AVE, WINNETKA, CA, 91306, 22286009",1
A938120,A965106,"KEASHA, A, LOPEZ, 7008, JUMILLA, AV, WINNETKA, CALI, 91306, 22286009, 21212",1
A938120,B918061,"KEASHA, A, LOPEZ, 7008, JUMILLA, AVE, WINNETKA, CA, 91306, 8184061234",1
A938120,B936765,"KEASHA, A, LOPEZ, 7008, JUMILLA, AVE, WINNETKA, CA, 91306, 8184061234",1
A938120,B980784,"A, LOPEZ, 7008, JUMILLA, AVE, WINNETKA, CA, 91306, 8184061234",1
A938219,A938219,"RICK, M, CASTORA, 1412, HOWLIN, WOLF, TRL, PFLUGERVILLE, X, 78660, 1916",1
A938219,A953077,"M, CASTORA, 1412, HOWLIN, WOLF, TRL, PFLUGERVILLE, TEXAS, 78660",1
A938219,B927004,"RICK, M, CASTORA, 1412, HOWLIN, WOLF, TRL, PFLUGERVILLE, TEXAS, 78660, 5128204257",1
A938219,B958172,"M, CASTORA, 1412, HOWLIN, WOLF, TRL, PFLUGERVILLE, TEXAS, 78660, 5128204257",1
A938271,A938271,"LADASHIA, M, WHITE, 1500, EAST, WILSON, AVENIDA, APT, 201, GLENDALE, CALIF, 91206, 023876737, 19520420",1
A938271,A970184,"LADASHIA, M, W, 1500, E, WILSON, AVE, APT, 201, GLENDALE, CA, 91F206",1
A938271,A983954,"LADASHIA, M, WHITE, 1500, E, WILSON, AVE, APT, 201, GLENDALE, CA, 91206, 23876737",1
A938271,B904552,"LADASHIA, M, WHITE, 1500, E, WILSON, AVE, PT, 201, GLENDALE, CALIF, 91206, 8188022025",1
A938271,B930121,"LADASHIA, M, WHITE, 1500, E, WILSON, AVE, APT, 201, GLENDALE, CA, 91206, 8188022025",1
A938271,B958739,"LADASHIA, M, W, 1500, E, WILSON, AVNUE, APARTMENT, 201, GLENDALE, CA, 91206, 8188022025",1
A938278,A938278,"ROBERT, D, MALAE, 511, ELM, DR, CASSELBERRY, FL, 32707, 19460719",1
A938278,A991208,"ROBERT, D, MALAE, 511, ELM, DRV, CASSELBERRY, FL, 32707, 023819704",1
A938278,B918374,"ROBERT, D, MALAE, 511, ELM, DR, CASSELBERRY, FL, 32707, 4076253557",1
A938278,B920253,"ROBERT, D, MALAE, 511, ELM, DR, CASSELBERRY, JFL, 32707, 4076253557",1
A938279,A938279,"JULIO, D, ANTHONY, 5317, WEAVER, AVNUE, BAKERSFIELD, CA, 93307, CALL, BOX, 60103, BAKERSFIELD, CA, 93386",1
A938279,A953583,"M, S, LANDOW, 609, STABLE, AVE, BAKERSFIELD, CA, 93307, POST, OFFICE, BOX, 60103, CALLER, BAKERSFIELD, CALIF, 93386",0
A938279,A975706,"A, HERNANDEZ, 5317, WEAVER, AVENU, BAKERSFIELD, CA, 93307, POST, OFFICE, BOX, 60103, BAKERSFIELD, CA, 93386, 24366305",0
A938279,B917605,"A, HERNANDEZ, 60103, APTDO, 6010, BAKERSFIELD, CALIFORNIA, 93386, 6612061178",0
A938279,B970702,"JULIO, D, ANTHONY, 60103, POST, OFFICE, BOX, 60103, BAKERSFIELD, CALIF, 93386, 6612061178",1
A938279,B995538,"M, S, LANDOW, 60103, POST, OFFICE, BOX, 60103, BAKERSFIELD, CALIF, 93386, 6617856275",0
A938308,A938308,"DENISE, S, MELCHOR, 13341, TWIN, HILLS, DR, APT, 57A, SEAL, BEACH, CA, 90740, PO, BOX, 914, SEAL, BEACH, CALIF, 90740",1
A938442,A938442,"DENISE, C, SOTOAGUILAR, 20, BAY, TREE, CT, COTATI, CA, 94931, 22714436",1
A938442,A974000,"DENNIS, C, SOTOAGUILAR, 20, BAY, TREE, CT, COFTATI, CALI, 94931, 022714436",1
A938442,B927685,"DENISE, C, SOTOAGUILAR, 20, BAY, TREE, COURT, COTATI, CA, 94931, 7075528241",1
A938442,B968003,"DENNIS, C, SOTOAGUILAR, 20, BAY, TREE, CT, COTATI, CA, 94931, 7075528241",1
A938501,A938501,"GARY, G, 8561, HIGHWAY, 19, S, MAGNOLIA, AR, 71753, PO, BOX, 1812, MAGNOLIA, AR, 71754, 026288270",1
A938548,A938548,"MARIAH, WARSING, 26910, SIERRA, HWY, STE, D8, SANTA, CLARITA, CA, 91321, OFFICE, BOX, 803332, APARTADO, SANTA, CLARITA, CA, 91380, 1962",1
A938548,B937754,"MARIAH, WARSING, 803332, APARTADO, SANTA, CLARITA, CALI, 91380, 8052180607",1
A938580,A938580,"S, F, KOBZEFF, 3087, GLORIA, TERRACE, LAFAYETTE, CA, 94549, 25506419, 1988",1
A938580,A994309,"S, F, KOBZEFF, 3087, GLORIA, TER, LAFAYETTE, CA, 94549, 25506419, 1988",1
A938580,A996222,"STANLEY, F, KOBZEFF, 3087, GLORIA, TERRACE, LAFAYETTE, CA, 94549, 25506419",1
A938580,B932353,"S, F, KOBZEFF, 3087, GLORIA, TER, LAFAYETTE, CA, 94549, 9258807123",1
A938580,B947717,"S, F, KOBZEFF, 3087, GLORIA, TER, LAFAYETTE, CA, 94549, 9258807123",1
A938580,B989468,"STANLEY, F, KOBZEFF, 3087, GLORIA, TER, LAFAYETTE, CA, 94549, 9258807123",1
A938592,A938592,"OLIVIA, F, BEASLEY, 3111, CASA, BONITA, DR, BONITA, CA, 91902, 1947",1
A938592,A957885,"OLIVIA, F, BEASLEY, 3111, CASA, BONITA, DR, BONITA, CA, 91902, 23390931",1
A938592,A974348,"OLIVIA, F, BEASLEY, 3111, CASA, BONITA, DR, BONITA, CA, 91902, 23393091, 17522",1
A938592,B951367,"OLIVIA, F, BEASLEY, 3111, CASA, BONITA, DRV, BONITA, CA, 91902, 6197655847",1
A938592,B983398,"OLIVIA, F, BEASLEY, 3111, CASA, BONITA, DRV, BONITA, CALI, 91902, 6197655847",1
A938592,B992981,"OLIVIA, F, BEASLEY, 3111, CASA, BONITA, DR, BONITA, CALI, 91902, 6197655847",1
A938676,A938676,"LAUREL, M, EVANGELISTA, 1317, NUTWOOD, DR, DELAND, FLORIDA, 32724, APTDO, 137O4, DELAND, FLA, 32721, 1900",1
A938680,A938680,"PATRICIA, J, MCCARTHY, 6805, OLIVE, TREE, WY, CITRUS, HEIGHTS, CA, 95610, 22492433",1
A938680,A965675,"TRISH, J, MCCARTHY, 6805, OLIVE, TREE, WY, CITRUS, HEIGHTS, CA, 95610, 22492433",1
A938680,B949845,"PATRICIA, J, MCCARTHY, 6805, OLIVE, TREE, WAY, CITRUS, HEIGHTS, CALI, 95610, 9161732347",1
A938680,B966687,"TRISH, J, MCCARTHY, 6805, OLIVE, TREE, WAY, CITRUS, HEIGHTS, CA, 95610, 9161732347",1
A938753,A938753,"BRENT, G, WINSTEAD, 4985, E, WASHINGTON, AVE, FRESNO, CA, 93727, 024118099",1
A938753,A950928,"BRENT, G, WINSTEAD, 4985, E, WASHINGTON, AVE, FRESNO, CALIF, 93727, 24110989",1
A938753,A982549,"BRENT, G, W, 4985, E, WASHINGTON, AV, FRESNO, CALIF, 93727, 24110899",1
A938753,B930677,"BRENT, G, WINSTEAD, 4985, E, WASHINGTON, AVE, FRESNO, CALIF, 93727, 5593166412",1
A938753,B938247,"HEATHER, R, JORDAN, 4985, E, WASHINGTON, AVE, FRESNO, CALIF, 93727, 5593166412",0
A938753,B954149,"BRENT, G, WINSTEAD, 4985, E, WASHINGTON, AVE, FRESNO, CALIFORNIA, 9372, 5593166412",1
A938753,B979833,"BRENT, G, W, 4985, E, WASHINGTON, AVE, FRESNO, CA, 93727, 5593166412",1
A938776,A938776,"FREEMAN, J, HOLLAND, 7724, WEST, MARKHAM, STRT, LITTLE, ROCK, AR, 72205, 38985",1
A938776,A970888,"FREEMAN, J, HOLLAND, 7724, W, MARKHAM, ST, LITTLE, ROCK, AR, W72205, 25885380",1
A938776,A974176,"FREEMAN, J, HOLLAND, 7724, W, MARKHAM, ST, LITTLE, ROCK, AR, 72205, 205885380",1
A938776,A974315,"KIM, L, HOLLAND, 7724, W, MARKHAM, ST, LITTLE, ROCK, AR, 72205, 205884156",0
A938776,A976836,"KIM, L, IVEY, 7724, W, MARKHAM, STA, LITTLE, ROCK, AR, 72205, 25884156",0
A938776,B901514,"FREEMAN, J, HOLLAND, 7724, W, MARKHAM, ST, LITTLE, ROCK, ARKAN, 72205, 5013616115",1
A938776,B913996,"KIM, L, IVEY, 7724, W, MARKHAM, ST, LITTLE, ROCK, AR, 72205, 5013616115",0
A938776,B984311,"KIM, L, HOLLAND, 7724, W, MARKHAM, ST, LITTLE, ROCK, AR, 72205, 5013616115",0
A938776,B992120,"FREEMAN, J, HOLLAND, 7724, W, MARKHAM, PST, LITTLE, ROCK, ARKAN, 72205, 5013616115",1
A938776,B996986,"FREEMAN, J, HOLLAND, 7724, W, MARKHAM, ST, LITTLE, ROCK, AR, 72205, 5013616115",1
A938913,A938913,"JUAN, R, SCOTT, 2106, N, 13TH, S, HARLINGEN, TX, 78550, 21380458",1
A938913,A987498,"J, R, SCOTT, 2106, N, 13TH, STR, HARLINGEN, TX, 78550",1
A938913,A996763,"JUAN, R, SCOTT, 2106, N, 13TH, ST, HARLINGEN, TX, 78550, 021830458, 19331128",1
A938913,B902349,"J, R, SCOTT, 2106, N, 13TH, ST, HARLINGEN, TX, 78550, 9562017521",1
A938913,B946319,"JUAN, R, SCOTT, 2106, N, 13TH, ST, HARLINGEN, TX, 78550, 9562017521",1
A938913,B948833,"JUAN, R, SCOTT, 2106, N, 13TH, ST, HARLINGEN, TX, 78550, 9562017521",1
A938926,A938926,"A, W, PRENTICE, 2959, BEYER, BOULEVARD, SAN, DIEGO, CALI, 9254, 24963381",1
A938926,A984350,"AMBER, W, PRENTICE, 2959, BEYER, BLVD, SAN, DIEGO, CALI, 92154, 29463381",1
A938926,B952635,"A, W, PRENTICE, 2959, BEYER, BLVD, SAN, DIEGO, CA, 92154, 6192456384",1
A938926,B990395,"AMBER, W, PRENTICE, 2959, BEYER, BLVD, SAN, DIEGO, CA, 92154, 6192456384",1
A938973,A938973,"DEBORAH, H, HERMOSILLO, 887, TAMERLANE, ST, DELTONA, F, 32725, PO, BOX, 5635, DELTONA, FL, 32728, 022146381, 22244",1
A938973,B923140,"DEBORAH, H, HERMOSILLO, 5635, CALL, BOX, DELTONA, FL, 32728, 4078040888",1
A939023,A939023,"KIMBERLY, D, MCNEILL, 41241, ACACIA, AVE, HEMET, CALIFORNIA, 92544, PST, BOX, 1315, HEMET, CALI, 92546, 22953413",1
A939023,B923212,"KIMBERLY, D, MCNEILL, 41241, ACACIA, AVE, HEMET, CALIF, 92544, 9091062238",1
A939109,A939109,"BETHANY, M, WYNN, 312, MURPHY, AVENIDA, RIVERSIDE, CALIF, 92507, PO, BOX, 52661, APTDO, RIVERSIDE, CALIFORNIA, 92517",1
A939109,B925183,"BETHANY, M, WYNN, 52661, POST, RIVERSIDE, CALIFORNIA, 92517, 9092775431",1
A939119,A939119,"DEBORAH, LARCYN, 1411, MYRNA, AVE, LUFKIN, TCX, 75901, PO, BOX, 155002, LUFKIN, TX, 75915, 19510609",1
A939125,A939125,"AMY, LITTLE, 2637, BIG, SPRING, DR, FORT, WORTH, TEXAS, 76120, 022216418",1
A939125,A978136,"AMY, LITTLE, 2637, BIG, SPRING, DRIVE, FORT, WORTH, TEXAS, 76120, 022216418, 19111104",1
A939125,B958368,"AMY, LITTLE, 2637, BIG, SPRING, DRIVE, FORT, WORTH, TEXAS, 76120, 8171357341",1
A939125,B980207,"AMY, LITTLE, 2637, BIG, SPRING, DR, FORT, WORTH, TEXAS, 76120, 8171357341",1
A939146,A939146,"JOHN, R, TREVINO, 2719, GUS, THOMASSONROAD, DALLAS, TEXAS, 75228, PO, BX, 810892, DALLAS, TEXAS, 75O381, 32846841, 1906",1
A939146,B964103,"JOHN, R, TREVINO, 810892, POST, OFFICE, DALLAS, TEXAS, 75381, 2146067816",1
A939201,A939201,"DEBORAH, L, BOMMARITO, 1732, TOWNSEND, ST, CLEARWATER, FL, 33755, 22315205",1
A939201,A940143,"DEBORAH, L, BOMMARITO, 1732, TOWNSEND, ST, CLEARWATER, FL, 33755, 22351205",1
A939201,B935977,"DEBORAH, L, BOMMARITO, 1732, TOWNSEND, ST, CLEARWATER, FL, 33755, 7277024821",1
A939201,B958595,"DEBORAH, L, BOMMARITO, 1732, TOWNSEND, STRT, CLEARWATER, FL, 33755, 7277024821",1
A939381,A939381,"NORTHINGTON, H, CLARKE, 10128, CAPISTRANO, AVE, SOUTH, GATE, CALIFORNIA, 90280, 26189770",1
A939381,A976579,"NORTHINGTON, H, CLARKE, 10128, CAPISTRANO, AVE, SOUTH, GATE, CALIFORNIA, 90280, 26189770",1
A939381,B931075,"NORTHINGTON, H, CLARKE, 10128, CAPISTRANO, AVE, SOUTH, GATE, CALIFORNIA, 90280, 3231023868",1
A939381,B935892,"NORTHINGTON, H, CLARKE, 10128, CAPISTRANO, AVE, SOUTH, GATE, CALIFORNIA, 90280, 3231023868",1
A939394,A939394,"OLGICA, A, 2938, SILENT, SPRING, LN, SAN, JACINTO, CALIF, 92582, 1976",1
A939394,A965773,"OLGICA, ADLER, 2938, SILENT, SPRING, LN, SAN, JACINTO, CALIFORNIA, 92582, 1976",1
A939394,A971523,"OLGICA, ADLER, 2938, SILENT, SPRING, LN, SAN, JACINTO, CALIFORNIA, 92582, 023730674, 19761023",1
A939394,B964561,"OLGICA, A, 2938, SILENT, SPRING, LN, SAN, JACINTO, CALIF, 92582, 9097247786",1
A939394,B970877,"OLGICA, ADLER, 2938, SILENT, SPRING, LN, SAN, JACINTO, CALIFORNIA, 92582, 9097247786",1
A939394,B997586,"OLGICA, ADLER, 2938, SILENT, SPRING, LN, SAN, JACINTO, CALIFORNIA, 92582, 9097247786",1
A939520,A939520,"MILIVOY, S, ROSEMON, 603, LEE, GARZA, ST, WESLACO, TEXAS, 78596, 25460930",1
A939520,A980966,"MILIVOY, S, ROSEMON, 603, LEE, GARZA, ST, WESLACO, TEXAS, 78596, 025406930",1
A939520,B947838,"MILIVOY, S, ROSEMON, 603, LEE, GARZA, ST, WESLACO, TEXAS, 78596, 9568846807",1
A939520,B993778,"MILIVOY, S, ROSEMON, 603, LEE, GARA, STR, WESLACO, TEXAS, 78596, 9568846807",1
A939554,A939554,"B, GUTIERREZ, 3271, S, CHAMBERLAIN, BLVD, NORTH, PORT, FLA, 34286, 024633835",1
A939554,B947365,"B, GUTIERREZ, 3271, S, CHAMBERLAIN, BLVD, NORTH, PORT, FL, 34286, 9414625136",1
A939580,A939580,"JOSE, M, FAIR, 8308, GARRY, OAK, DFR, CITRUS, HEIGHTS, CA, 95610, PO, BOX, 1466, CITRUS, HEIGHTS, CA, 95611",1
A939580,B972509,"JOSE, M, FAIR, 8308, GARRY, OAK, DR, CITRUS, HEIGHTS, CALIF, U95610, 9161686236",1
A939595,A939595,"RACHELLE, B, HASHMI, 7308, LAAWNWOOD, DRIV, SACRAMENTO, CA, 95822, PO, BOX, 293357, CALLER, SACRAMENTO, CALIFORNIA, 95829, 022339811",1
A939595,B922766,"RACHELLE, B, HASHMI, 293357, CALLER, SACRAMENTO, CALIFORNIA, 95829, 9163272467",1
A939642,A939642,"FRED, S, FUENTES, 620, BERNHARD, AVE, 100, RICHMOND, CALIFORNIA, 94805, PO, BOX, 6581, RICHMOND, CA, 94806, 026680213",1
A939642,A992928,"A, S, FUENTES, 620, BERNHARD, AVE, 100, RICHMOND, CALIFORNIA, 94805, PO, BOX, 6581, RICHMOND, CA, 94806, 26674876",0
A939732,A939732,"TROY, V, BALLARD, 2827, NORCROSS, DRIVE, SACRAMENTO, CA95833, PO, BOX, 293357, CALLER, SACRAMENTO, CALIFORNIA, 95829, 28402",1
A939732,B969287,"TROY, V, BALLARD, 2827, ORCROSS, DRV, SACRAMENTO, CA, 95833, 9167660622",1
A939785,A939785,"TERRY, A, CANAS, 6970, E, GRASS, CT, INVERNESS, FL, 34453F, PO, BOX, 1001, INVERNESS, FL, 34451, 22612778, 36526",1
A939785,B901754,"TERRY, A, CANAS, 6970, E, GRASES, COURT, INVERNESS, FL, 34453, 3522440804",1
A939819,A939819,"SAMUEL, S, G, 243, CLEAR, POINT, DRV, VALLEJO, CALIFORNIA, 94591, 21646381, 1935",1
A939819,A967137,"SAMUEL, S, GAMAN, 243, CLEAR, POINT, DR, VALLEJO, CALIFORNIA, 94591",1
A939819,A992126,"SAMUEL, S, GAMAN, 243, CLEAR, POINT, DR, VALLEJO, CALIFORNIA, 94591",1
A939819,B937353,"SAMUEL, S, G, 243, CLEAR, POINT, DR, VALLEJO, CALIFORNIA, 94591, 7075237470",1
A939819,B953073,"SAMUEL, S, GAMAN, 243, CLEAR, POINT, DR, VALLEJO, CALIFORNIA, 94591, 7075237470",1
A939819,B968251,"SAMUEL, S, GAMAN, 243, CLEAR, POINT, DRV, VALLEJO, CALIFORNIA, 94591, 7075237470",1
A939998,A939998,"JEANNIE, A, VANPELT, 1810, W, 20TH, ST, SANTA, ANA, CA, 92706, PO, BOX, 1D0014, SANTA, ANA, CA, 92711, 26509566",1
